date,open,high,low,close,volume,turnover,change
2025-07-28,51.64,52.47,50.9,51.91,40000,0,0.0
2025-07-29,51.82,51.82,50.8,51.08,33000,0,-0.83
2025-07-30,50.99,50.99,49.88,50.62,76000,0,-0.46
2025-07-31,50.62,50.62,50.34,50.34,9000,0,-0.28
2025-08-04,51.17,51.17,49.88,49.88,17000,0,-0.46
2025-08-05,49.88,49.88,47.85,49.33,138000,0,-0.55
2025-08-06,49.33,49.6,48.86,49.42,14000,0,0.09
2025-08-07,49.51,50.34,49.51,50.34,13000,0,0.92
2025-08-08,50.16,50.8,50.16,50.62,10000,0,0.28
2025-08-11,50.25,50.62,49.33,50.07,40000,0,-0.55
2025-08-12,50.07,50.16,50.07,50.16,3000,0,0.09
2025-08-13,50.16,50.16,49.97,49.97,11000,0,-0.18
2025-08-14,49.97,50.71,49.88,50.07,23000,0,0.09
2025-08-15,50.07,50.07,49.97,49.97,4000,0,-0.09
2025-08-18,50.44,50.44,49.6,50.34,38000,0,0.37
2025-08-19,50.44,50.62,50.34,50.34,26000,0,0.0
2025-08-20,49.97,50.34,49.6,50.16,35100,0,-0.18
2025-08-21,50.16,50.16,49.88,49.88,15000,0,-0.28
2025-08-22,50.53,50.53,50.25,50.25,7000,0,0.37
2025-08-25,50.25,50.25,49.97,49.97,22000,0,-0.28
2025-08-26,50.07,50.07,49.88,49.88,6000,0,-0.09
2025-08-27,49.42,49.88,49.42,49.88,21000,0,0.0
2025-08-28,49.88,49.88,49.7,49.7,12000,0,-0.18
2025-08-29,49.6,50.16,49.51,50.16,20000,0,0.46
2025-09-01,50.25,50.34,49.88,49.88,25000,0,-0.28
2025-09-02,49.6,49.97,49.6,49.7,4000,0,-0.18
2025-09-03,49.7,49.79,49.14,49.51,39000,0,-0.18
2025-09-04,49.33,49.79,49.05,49.23,45000,0,-0.28
2025-09-05,49.6,49.6,49.42,49.6,5000,0,0.37
2025-09-08,49.6,50.53,49.6,50.34,46000,0,0.74
2025-09-09,50.8,50.99,50.34,50.44,48000,0,0.09
2025-09-10,50.53,50.62,50.07,50.07,22100,0,-0.37
2025-09-11,49.6,49.6,48.96,49.23,110000,0,-0.83
2025-09-12,49.23,49.23,48.96,48.96,29001,0,-0.28
2025-09-15,48.68,49.14,48.68,48.86,13000,0,-0.09
2025-09-16,48.96,48.96,48.4,48.5,40000,0,-0.37
2025-09-17,48.77,48.77,48.03,48.03,25100,0,-0.46
2025-09-18,47.94,48.4,47.85,47.85,31020,0,-0.18
2025-09-19,47.48,48.22,47.48,47.94,37000,0,0.09
2025-09-22,47.85,47.85,47.85,47.85,2000,0,-0.09
2025-09-23,47.85,47.85,47.48,47.57,36300,0,-0.28
2025-09-24,47.39,48.03,47.39,48.03,3000,0,0.46
2025-09-25,48.03,48.03,47.66,47.66,10000,0,-0.37
2025-09-26,47.48,47.66,47.48,47.57,7000,0,-0.09
2025-09-30,47.57,47.57,47.29,47.48,25000,0,-0.09
2025-10-01,47.57,47.57,47.2,47.2,15000,0,-0.28
2025-10-02,47.48,47.48,47.11,47.2,39000,0,0.0
2025-10-03,47.11,47.39,47.11,47.2,19100,0,0.0
2025-10-07,47.2,47.57,46.74,46.74,51000,0,-0.46
2025-10-08,47.02,47.02,46.65,46.65,17000,0,-0.09
2025-10-09,46.65,46.92,46.56,46.74,27013,0,0.09
2025-10-13,46.46,47.02,46.19,46.65,9000,0,-0.09
2025-10-14,46.74,46.74,46.19,46.46,57000,0,-0.18
2025-10-15,46.46,46.46,46.19,46.19,29000,0,-0.28
2025-10-16,47.11,47.11,46.19,46.28,27000,0,0.09
2025-10-17,46.19,46.37,46.19,46.19,17000,0,-0.09
2025-10-20,46.19,46.19,45.96,46.09,17000,0,-0.09
2025-10-21,46.19,46.37,46.09,46.09,27000,0,0.0
2025-10-22,46.09,46.19,46.05,46.05,23000,0,-0.05
2025-10-23,46.09,46.28,46.0,46.09,38000,0,0.05
2025-10-27,46.19,46.19,46.09,46.14,14000,0,0.05
2025-10-28,46.14,46.19,45.86,45.86,28000,0,-0.28
2025-10-29,46.19,46.28,45.91,45.91,11000,0,0.05
2025-10-30,45.72,45.91,45.63,45.72,9000,0,-0.18
2025-10-31,45.72,45.82,45.72,45.82,12025,0,0.09
2025-11-03,45.82,46.0,45.35,46.0,13001,0,0.18
2025-11-04,46.0,46.0,45.45,45.59,40000,0,-0.42
2025-11-05,45.59,45.96,45.4,45.96,6000,0,0.37
2025-11-06,47.11,47.48,45.96,46.0,30000,0,0.05
2025-11-07,45.77,45.91,45.77,45.91,30000,0,-0.09
2025-11-10,46.19,46.19,44.8,45.26,87000,0,-0.65
2025-11-11,45.45,45.45,45.08,45.35,21125,0,0.09
2025-11-12,44.8,45.26,44.8,45.12,23050,0,-0.23
2025-11-13,45.22,45.22,44.94,45.08,13000,0,-0.05
2025-11-14,45.08,45.08,44.71,44.71,17000,0,-0.37
2025-11-17,45.91,45.91,44.8,44.8,20000,0,0.09
2025-11-18,46.09,46.09,44.8,44.8,13000,0,0.0
2025-11-19,44.8,44.8,44.8,44.8,5000,0,0.0
2025-11-20,44.8,44.8,43.78,44.2,75000,0,-0.6
2025-11-21,44.2,44.38,43.65,43.92,43000,0,-0.28
2025-11-24,43.97,43.97,42.72,43.14,152000,0,-0.79
2025-11-25,44.89,44.89,43.0,43.41,58000,0,0.28
2025-11-26,42.72,43.28,42.49,42.54,201260,0,-0.88
2025-11-27,42.54,42.86,42.49,42.86,16000,0,0.32
2025-11-28,42.95,43.51,42.95,43.37,14000,0,0.51
2025-12-01,43.05,43.69,42.91,43.69,33000,0,0.32
2025-12-02,43.69,44.06,43.0,43.28,50100,0,-0.42
2025-12-03,43.51,43.51,43.32,43.37,10000,0,0.09
2025-12-04,43.28,43.55,43.18,43.18,23000,0,-0.18
2025-12-05,43.18,43.41,42.63,42.68,58000,0,-0.51
2025-12-08,42.68,42.86,42.54,42.54,53280,0,-0.14
2025-12-09,42.81,44.8,42.12,43.41,106477,0,0.88
2025-12-10,43.05,43.05,42.21,42.72,65002,0,-0.69
2025-12-11,41.8,42.81,41.8,42.49,9000,0,-0.23
2025-12-12,41.98,42.12,41.75,41.75,52000,0,-0.74
2025-12-15,41.75,41.75,41.29,41.71,63000,0,-0.05
2025-12-16,41.47,41.47,41.15,41.15,50000,0,-0.55
2025-12-17,41.01,41.29,41.01,41.01,33000,0,-0.14
2025-12-18,41.24,41.29,40.87,40.97,13000,0,-0.05
2025-12-19,41.11,41.61,41.11,41.57,5000,0,0.6
2025-12-22,41.43,41.52,41.34,41.52,5000,0,-0.05
2025-12-23,41.2,42.31,41.2,41.43,10000,0,-0.09
2025-12-24,41.57,41.66,41.47,41.66,4000,0,0.23
2025-12-26,41.84,41.89,41.61,41.89,5000,0,0.23
2025-12-29,41.57,42.63,41.57,42.03,19000,0,0.14
2025-12-30,42.12,42.12,41.75,41.75,7000,0,-0.28
2025-12-31,42.03,42.68,41.75,42.68,12000,0,0.92
2026-01-02,42.12,42.12,41.84,42.03,11000,0,-0.65
2026-01-05,41.66,41.94,41.57,41.75,26000,0,-0.28
2026-01-06,42.03,42.03,41.38,41.38,32000,0,-0.37
2026-01-07,41.2,41.2,39.95,40.64,236000,0,-0.74
2026-01-08,40.51,40.74,40.51,40.64,15000,0,0.0
2026-01-09,40.27,40.83,40.27,40.46,16000,0,-0.18
2026-01-12,41.75,41.75,41.06,41.57,17000,0,1.11
2026-01-13,41.57,43.78,41.57,43.78,75000,0,2.22
2026-01-14,44.52,45.03,42.86,43.05,171002,0,-0.74
2026-01-15,43.05,43.32,42.63,42.63,52002,0,-0.42
2026-01-16,42.77,42.77,41.38,41.57,96010,0,-1.06
2026-01-19,41.47,41.57,41.15,41.38,29000,0,-0.18
2026-01-20,41.29,41.29,40.41,40.64,127006,0,-0.74
2026-01-21,40.87,40.97,40.78,40.92,38000,0,0.28
2026-01-22,40.92,41.24,40.92,41.11,21000,0,0.18
2026-01-23,41.11,41.94,41.11,41.57,34000,0,0.46
2026-01-26,41.57,41.57,40.78,41.15,32100,0,-0.42
2026-01-27,41.15,41.15,40.97,41.15,26000,0,0.0
2026-01-28,41.15,41.57,41.11,41.47,42000,0,0.32
2026-01-29,41.57,41.57,41.15,41.24,11000,0,-0.23
2026-01-30,41.11,41.84,41.11,41.47,19000,0,0.23
2026-02-02,41.11,41.11,40.64,40.92,23000,0,-0.55
2026-02-03,40.64,41.11,40.64,40.74,6000,0,-0.18
2026-02-04,41.84,41.84,41.11,41.11,56000,0,0.37
2026-02-05,41.11,41.66,41.11,41.11,12000,0,0.0
2026-02-06,41.11,41.11,40.64,40.64,24000,0,-0.46
2026-02-09,40.37,40.74,40.27,40.74,24000,0,0.09
2026-02-10,40.6,40.74,40.55,40.64,13000,0,-0.09
2026-02-11,40.83,40.83,40.18,40.18,37000,0,-0.46
2026-02-23,40.64,40.92,40.41,40.83,12000,0,0.65
2026-02-24,41.66,41.66,40.41,40.41,37000,0,-0.42
2026-02-25,40.64,41.38,40.64,41.15,42000,0,0.74
2026-02-26,40.92,41.11,40.92,40.97,8000,0,-0.18
2026-03-02,40.97,41.06,40.97,41.06,16000,0,0.09
2026-03-03,43.55,43.55,40.97,41.06,32124,0,0.0
2026-03-04,40.92,40.92,38.93,39.07,101000,0,-1.99
2026-03-05,39.72,39.9,39.44,39.67,31000,0,0.6
2026-03-06,39.67,40.04,39.21,40.04,18000,0,0.37
2026-03-09,40.83,40.83,40.04,40.18,38000,0,0.14
2026-03-10,40.55,41.11,40.51,40.6,16000,0,0.42
2026-03-11,40.64,41.06,40.64,41.06,45010,0,0.46
2026-03-12,40.83,40.92,40.64,40.69,13000,0,-0.37
2026-03-13,42.49,42.49,40.69,40.78,29000,0,0.09
2026-03-16,41.11,41.11,40.87,40.92,16000,0,0.14
2026-03-17,40.92,40.92,40.27,40.41,33000,0,-0.51
2026-03-18,40.51,40.64,40.51,40.64,6000,0,0.23
2026-03-19,40.64,40.74,40.64,40.64,7000,0,0.0
2026-03-20,41.15,41.15,40.64,40.92,7050,0,0.28
2026-03-23,41.01,41.01,40.64,40.78,7000,0,-0.14
2026-03-24,40.83,40.83,40.09,40.27,19000,0,-0.51
2026-03-25,40.55,40.6,40.55,40.6,5000,0,0.32
2026-03-26,40.64,41.11,40.55,40.6,25000,0,0.0
2026-03-27,40.69,40.74,40.41,40.55,11000,0,-0.05
2026-03-30,40.46,41.47,40.46,40.64,105050,0,0.09
2026-03-31,40.83,41.01,40.64,40.64,19000,0,0.0
2026-04-01,41.24,41.24,40.69,40.69,18000,0,0.05
2026-04-02,40.74,40.92,40.51,40.55,123000,0,-0.14
2026-04-07,40.83,40.83,40.83,40.83,20000,0,0.28
2026-04-08,41.38,41.38,40.87,40.97,29000,0,0.14
2026-04-09,40.97,41.11,40.97,41.11,25000,0,0.14
2026-04-10,40.83,41.47,40.83,41.2,31000,0,0.09
2026-04-13,40.69,40.83,40.51,40.51,83000,0,-0.69
2026-04-14,40.55,41.06,40.55,41.06,49000,0,0.55
2026-04-15,41.01,41.29,41.01,41.29,12000,0,0.23
2026-04-16,40.69,41.34,40.69,41.06,20000,0,-0.23
2026-04-17,41.06,42.35,41.06,41.84,38000,0,0.79
2026-04-20,41.84,42.4,41.8,42.03,53048,0,0.18
2026-04-21,42.03,42.68,41.84,42.26,30000,0,0.23
2026-04-22,42.03,42.63,42.03,42.49,25000,0,0.23
2026-04-23,42.95,43.51,42.03,42.49,113000,0,0.0
2026-04-24,42.49,42.68,41.66,42.12,41000,0,-0.37
2026-04-27,41.75,42.21,41.75,41.84,12000,0,-0.28
2026-04-28,42.12,42.12,41.11,41.38,58004,0,-0.46
2026-04-29,41.38,41.71,40.78,41.01,36000,0,-0.37
2026-04-30,41.52,41.52,41.01,41.01,16000,0,0.0
2026-05-04,41.01,41.47,40.83,40.92,47000,0,-0.09
2026-05-05,40.41,41.11,40.37,40.64,23000,0,-0.28
2026-05-06,40.74,41.11,40.74,40.74,21000,0,0.09
2026-05-07,40.97,41.11,40.92,40.92,20000,0,0.18
2026-05-08,40.92,40.92,40.46,40.46,73000,0,-0.46
2026-05-11,40.46,40.64,40.41,40.55,19000,0,0.09
2026-05-12,40.23,40.55,40.18,40.27,29000,0,-0.28
2026-05-13,39.77,40.51,39.72,39.72,44000,0,-0.55
2026-05-14,39.58,39.58,38.8,38.8,108033,0,-0.92
2026-05-15,38.61,38.98,38.52,38.61,40000,0,-0.18
2026-05-18,38.33,38.61,38.33,38.61,26000,0,0.0
2026-05-19,38.61,39.07,38.61,39.07,5000,0,0.46
2026-05-20,39.03,39.12,38.89,38.89,17012,0,-0.18
2026-05-21,38.93,38.93,38.66,38.75,25000,0,-0.14
2026-05-22,38.8,38.98,38.15,38.52,83000,0,-0.23
2026-05-25,38.52,38.52,38.15,38.47,31000,0,-0.05
2026-05-26,38.24,38.47,38.15,38.29,64000,0,-0.18
2026-05-27,38.29,38.93,38.29,38.8,12000,0,0.51
2026-05-28,38.8,38.8,38.52,38.52,4000,0,-0.28
2026-05-29,39.49,39.49,38.61,38.8,13000,0,0.28
2026-06-01,38.8,39.07,38.66,38.98,28000,0,0.18
2026-06-02,38.61,38.8,38.43,38.8,10000,0,-0.18
2026-06-03,38.8,38.8,38.61,38.61,26000,0,-0.18
2026-06-04,38.66,38.66,38.24,38.29,59000,0,-0.32
2026-06-05,38.33,39.35,38.33,39.3,58000,0,1.02
2026-06-08,38.8,38.8,37.87,38.61,66111,0,-0.69
2026-06-09,38.24,39.03,38.24,38.7,10189,0,0.09
2026-06-10,38.66,38.66,38.57,38.57,12046,0,-0.14
2026-06-11,38.43,38.7,38.33,38.66,38000,0,0.09
2026-06-12,38.7,39.49,38.7,38.8,28000,0,0.14
2026-06-15,38.8,38.8,38.43,38.8,36000,0,0.0
2026-06-16,38.8,38.8,38.43,38.75,39000,0,-0.05
2026-06-17,38.43,38.75,38.43,38.57,10000,0,-0.18
2026-06-18,38.47,38.8,38.29,38.8,82000,0,0.23
2026-06-22,38.7,38.8,38.61,38.8,19000,0,0.0
2026-06-23,38.8,38.84,38.66,38.84,21000,0,0.05
2026-06-24,38.8,38.8,38.43,38.75,82000,0,-0.09
2026-06-25,38.5,40.0,38.5,38.85,131000,0,0.1
2026-06-26,38.9,38.9,38.05,38.1,34050,0,-0.75
2026-06-29,38.55,38.55,38.0,38.15,26000,0,0.05
2026-06-30,38.45,39.75,38.0,39.6,44000,0,1.45
2026-07-01,39.0,39.0,38.8,38.85,17000,0,-0.75
2026-07-02,38.4,39.1,38.4,38.75,46000,0,-0.1
2026-07-03,38.2,39.1,38.2,39.1,13000,0,0.35
2026-07-06,39.45,40.1,39.2,40.0,29000,0,0.9
2026-07-07,40.1,40.1,39.4,39.8,20000,0,-0.2
2026-07-08,39.6,39.6,39.3,39.3,5010,0,-0.5
2026-07-09,41.25,41.25,39.25,39.8,14000,0,0.5
2026-07-10,39.8,39.8,39.8,39.8,0,0,0.0
2026-07-13,39.5,39.5,39.05,39.1,23000,0,-0.7
2026-07-14,39.5,39.7,38.3,38.95,26000,0,-0.15
2026-07-15,39.3,39.3,39.0,39.3,4000,0,0.35
2026-07-16,38.5,38.8,38.5,38.7,4000,0,-0.6
2026-07-17,38.7,38.9,38.45,38.5,38000,0,-0.2
2026-07-20,38.75,38.75,38.4,38.7,9000,0,0.2
2026-07-21,39.0,39.0,38.35,38.5,27000,0,-0.2
2026-07-22,38.3,38.5,38.2,38.35,25000,0,-0.15
2026-07-23,38.8,38.8,38.2,38.5,9000,0,0.15
2026-07-24,38.5,39.1,38.05,38.5,65000,0,0.0
2026-07-27,38.5,38.6,38.45,38.5,39000,0,0.0
2026-07-28,38.35,38.45,38.0,38.25,16000,0,-0.25
2026-07-29,38.9,38.9,37.8,38.05,33000,0,-0.2
2026-07-30,38.35,38.35,38.05,38.05,5000,0,0.0
