date,open,high,low,close,volume,turnover,change
2025-07-24,74.13,74.63,73.04,73.54,571460,0,0.0
2025-07-25,74.63,75.13,73.04,73.04,396020,0,-0.5
2025-07-28,73.04,73.04,71.45,71.55,186259,0,-1.49
2025-07-29,72.05,72.05,70.45,70.85,208708,0,-0.7
2025-07-30,71.25,72.64,70.05,71.15,355107,0,0.3
2025-07-31,71.05,71.35,69.86,69.86,261206,0,-1.29
2025-08-04,71.45,72.94,71.15,72.64,243013,0,2.79
2025-08-05,72.74,74.53,72.64,74.04,398231,0,1.39
2025-08-06,74.04,75.13,72.44,73.24,279000,0,-0.8
2025-08-07,73.54,73.54,72.44,72.84,161225,0,-0.4
2025-08-08,72.84,72.84,71.35,71.45,217384,0,-1.39
2025-08-11,71.15,71.65,69.96,69.96,295000,0,-1.49
2025-08-12,69.66,74.43,69.66,73.84,725711,0,3.88
2025-08-13,75.23,77.42,74.04,74.04,624695,0,0.2
2025-08-14,74.73,74.73,71.95,72.24,330567,0,-1.79
2025-08-15,73.24,79.41,73.24,79.41,2058827,0,7.16
2025-08-18,79.61,87.17,77.92,86.08,3483599,0,6.67
2025-08-19,92.54,92.54,86.08,90.45,3908828,0,4.38
2025-08-20,88.07,91.05,86.87,89.96,1909666,0,-0.5
2025-08-21,89.96,91.05,87.67,87.67,1616160,0,-2.29
2025-08-22,87.37,89.26,82.99,84.68,1287328,0,-2.99
2025-08-25,85.08,86.27,84.09,85.58,532873,0,0.9
2025-08-26,85.58,90.45,85.08,87.77,1215380,0,2.19
2025-08-27,88.76,96.52,88.76,96.52,4057675,0,8.76
2025-08-28,98.51,104.49,96.13,101.5,6572561,0,4.98
2025-08-29,102.5,111.45,101.5,108.47,5047818,0,6.97
2025-09-01,108.47,112.94,106.97,109.46,3625089,0,1.0
2025-09-02,113.94,117.42,106.48,106.97,4637459,0,-2.49
2025-09-03,107.47,117.42,106.97,117.42,4156580,0,10.45
2025-09-04,123.89,128.87,122.89,128.87,4135016,0,11.44
2025-09-05,130.36,137.82,123.39,130.36,12662223,0,1.49
2025-09-08,130.36,139.31,129.86,139.31,5941478,0,8.96
2025-09-09,141.3,141.8,130.36,133.84,5258886,0,-5.47
2025-09-10,134.34,146.78,132.85,146.78,6257797,0,12.94
2025-09-11,148.77,149.76,140.81,146.28,8213220,0,-0.5
2025-09-12,147.77,148.77,138.32,138.82,4591382,0,-7.46
2025-09-15,138.82,141.8,131.35,133.84,4406660,0,-4.98
2025-09-16,134.84,138.82,132.85,137.82,2650166,0,3.98
2025-09-17,138.82,139.31,128.87,129.36,4151417,0,-8.46
2025-09-18,130.86,132.85,123.89,124.39,3531399,0,-4.98
2025-09-19,125.88,126.87,119.91,122.89,3533158,0,-1.49
2025-09-22,124.39,134.84,121.9,134.84,3628672,0,11.94
2025-09-23,133.34,133.34,124.88,129.36,4816433,0,-5.47
2025-09-24,127.87,128.37,116.43,119.41,5074760,0,-9.95
2025-09-25,120.41,120.9,115.43,115.93,2420473,0,-3.48
2025-09-26,117.42,117.42,113.44,115.43,1913100,0,-0.5
2025-09-30,115.43,123.89,111.95,118.91,2666332,0,3.48
2025-10-01,118.91,122.89,117.42,120.41,1922696,0,1.49
2025-10-02,120.41,127.37,118.42,120.9,3285228,0,0.5
2025-10-03,121.4,131.85,119.41,125.38,4898326,0,4.48
2025-10-07,125.38,127.37,120.9,121.9,2498957,0,-3.48
2025-10-08,121.4,122.4,118.42,120.9,1149303,0,-1.0
2025-10-09,121.9,122.4,119.41,120.41,842105,0,-0.5
2025-10-13,116.43,120.41,112.45,118.42,1694066,0,-1.99
2025-10-14,119.41,119.91,112.94,113.94,1718926,0,-4.48
2025-10-15,115.93,120.41,114.93,117.92,1414003,0,3.98
2025-10-16,118.42,119.91,116.92,118.91,599180,0,1.0
2025-10-17,117.92,119.41,113.44,113.44,793315,0,-5.47
2025-10-20,114.44,115.43,110.95,111.45,507805,0,-1.99
2025-10-21,111.95,114.93,111.95,113.44,557151,0,1.99
2025-10-22,113.44,114.44,107.97,111.45,1038470,0,-1.99
2025-10-23,112.45,112.94,107.97,108.96,1140026,0,-2.49
2025-10-27,108.96,109.46,105.98,105.98,744859,0,-2.99
2025-10-28,105.98,105.98,103.99,104.98,754268,0,-1.0
2025-10-29,105.98,109.46,102.5,103.49,1346481,0,-1.49
2025-10-30,104.49,105.48,101.0,101.0,639527,0,-2.49
2025-10-31,101.5,102.0,100.5,101.0,373306,0,0.0
2025-11-03,101.5,106.48,101.0,103.49,1067526,0,2.49
2025-11-04,103.49,113.44,103.49,107.47,4834020,0,3.98
2025-11-05,104.98,109.46,103.49,103.49,2456771,0,-3.98
2025-11-06,103.99,105.48,102.5,104.49,750236,0,1.0
2025-11-07,102.5,102.99,99.41,99.51,1104200,0,-4.98
