date,open,high,low,close,volume,turnover,change
2025-08-04,209.78,211.76,205.8,208.78,3342487,0,0.0
2025-08-05,209.78,212.26,208.78,210.27,2462385,0,1.49
2025-08-06,212.26,212.26,204.8,207.79,3137727,0,-2.49
2025-08-07,208.78,212.26,208.78,210.27,2254532,0,2.49
2025-08-08,211.27,217.23,211.27,214.75,4056427,0,4.47
2025-08-11,214.25,215.24,210.27,215.24,2145127,0,0.5
2025-08-12,215.24,215.24,210.77,212.26,2261179,0,-2.98
2025-08-13,209.78,212.26,205.8,207.79,5995824,0,-4.47
2025-08-14,206.79,209.78,205.8,206.3,2580710,0,-1.49
2025-08-15,207.29,208.78,203.81,208.78,3357716,0,2.49
2025-08-18,206.3,221.71,203.31,217.23,8614634,0,8.45
2025-08-19,220.71,220.71,209.78,210.27,4975238,0,-6.96
2025-08-20,208.78,208.78,201.82,201.82,5399172,0,-8.45
2025-08-21,204.8,208.78,203.31,204.8,2747035,0,2.98
2025-08-22,206.3,206.79,201.32,201.82,2818776,0,-2.98
2025-08-25,206.3,214.75,206.3,213.75,8017501,0,11.93
2025-08-26,213.75,215.74,210.77,212.76,2763144,0,-0.99
2025-08-27,214.75,215.74,211.76,213.75,2499147,0,0.99
2025-08-28,213.75,219.72,212.26,214.25,3874740,0,0.5
2025-08-29,216.73,217.73,211.76,212.26,1898688,0,-1.99
2025-09-01,213.25,214.25,205.8,205.8,2803730,0,-6.46
2025-09-02,207.29,208.28,201.82,203.31,2770733,0,-2.49
2025-09-03,204.8,206.3,203.31,203.81,1302147,0,0.5
2025-09-04,206.3,208.78,204.8,204.8,1531491,0,0.99
2025-09-05,206.3,207.79,204.8,206.79,990300,0,1.99
2025-09-08,205.8,206.3,201.82,204.8,2233315,0,-1.99
2025-09-09,211.27,225.19,210.77,219.22,19874099,0,14.42
2025-09-10,222.2,222.2,213.75,214.75,9545240,0,-4.47
2025-09-11,217.23,217.73,208.78,209.78,3888819,0,-4.97
2025-09-12,217.23,218.72,213.75,216.24,6865233,0,6.46
2025-09-15,215.24,215.74,209.28,212.76,3636890,0,-3.48
2025-09-16,213.75,214.25,211.27,213.75,2339301,0,0.99
2025-09-17,214.25,217.23,213.75,214.75,2939610,0,0.99
2025-09-18,216.24,221.71,214.75,217.73,4782409,0,2.98
2025-09-19,220.71,224.69,218.23,221.71,6158370,0,3.98
2025-09-22,226.68,228.66,217.73,219.22,5479802,0,-2.49
2025-09-23,219.22,219.72,215.74,216.24,2898838,0,-2.98
2025-09-24,217.73,219.72,213.75,216.73,2516785,0,0.5
2025-09-25,218.72,224.69,217.23,219.22,4351530,0,2.49
2025-09-26,220.21,221.21,213.75,214.75,5131643,0,-4.47
2025-09-30,215.24,215.74,212.76,214.25,2154253,0,-0.5
2025-10-01,214.75,218.72,212.76,213.25,2345733,0,-0.99
2025-10-02,213.25,216.73,212.26,216.73,2797104,0,3.48
2025-10-03,216.24,219.22,215.24,215.74,1975576,0,-0.99
2025-10-07,215.74,222.7,215.74,220.21,4953346,0,4.47
2025-10-08,219.22,230.16,219.22,227.17,9267766,0,6.96
2025-10-09,227.17,230.65,223.2,223.2,5510495,0,-3.98
2025-10-13,208.78,216.24,208.78,214.25,4721990,0,-8.95
2025-10-14,215.74,217.73,207.29,207.29,4434080,0,-6.96
2025-10-15,208.28,209.78,205.3,207.79,2173276,0,0.5
2025-10-16,208.78,211.27,208.28,208.78,1629894,0,0.99
2025-10-17,208.78,208.78,206.3,206.79,1631552,0,-1.99
2025-10-20,208.28,210.27,207.29,209.78,1314306,0,2.98
2025-10-21,211.27,217.73,210.27,214.75,3373438,0,4.97
2025-10-22,215.74,226.18,214.25,219.22,5572393,0,4.47
2025-10-23,218.23,222.2,216.73,220.71,2913586,0,1.49
2025-10-27,222.2,226.18,217.73,218.72,2869643,0,-1.99
2025-10-28,220.21,220.71,216.24,217.73,1863802,0,-0.99
2025-10-29,218.72,220.21,217.73,218.23,1564273,0,0.5
2025-10-30,220.21,223.69,218.23,219.22,2925753,0,0.99
2025-10-31,220.71,224.69,219.22,222.2,3309240,0,2.98
2025-11-03,222.2,224.69,221.21,223.69,2194796,0,1.49
2025-11-04,228.17,229.16,214.75,215.74,3918335,0,-7.95
2025-11-05,213.75,216.73,209.78,216.24,1904777,0,0.5
2025-11-06,218.23,218.72,214.75,216.73,996515,0,0.5
2025-11-07,215.24,215.24,211.27,212.76,1753023,0,-3.98
2025-11-10,214.25,215.74,207.79,208.78,2809522,0,-3.98
2025-11-11,209.78,213.75,208.28,208.28,2634466,0,-0.5
2025-11-12,208.28,208.78,202.82,203.81,5703157,0,-4.47
