symbol,name,market,market_tw,category,yf_suffix,yf_ticker
2002,中鋼,sii,上市,鋼鐵工業,.TW,2002.TW
2002A,中鋼特,other_securities,其他,其他證券,-,-
2006,東和鋼鐵,sii,上市,鋼鐵工業,.TW,2006.TW
2007,燁興,sii,上市,鋼鐵工業,.TW,2007.TW
2008,高興昌,sii,上市,鋼鐵工業,.TW,2008.TW
2009,第一銅,sii,上市,鋼鐵工業,.TW,2009.TW
2010,春源,sii,上市,鋼鐵工業,.TW,2010.TW
2012,春雨,sii,上市,鋼鐵工業,.TW,2012.TW
2013,中鋼構,sii,上市,鋼鐵工業,.TW,2013.TW
2014,中鴻,sii,上市,鋼鐵工業,.TW,2014.TW
2015,豐興,sii,上市,鋼鐵工業,.TW,2015.TW
2017,官田鋼,sii,上市,鋼鐵工業,.TW,2017.TW
2020,美亞,sii,上市,鋼鐵工業,.TW,2020.TW
2022,聚亨,sii,上市,鋼鐵工業,.TW,2022.TW
2023,燁輝,sii,上市,鋼鐵工業,.TW,2023.TW
2024,志聯,sii,上市,鋼鐵工業,.TW,2024.TW
2025,千興,sii,上市,鋼鐵工業,.TW,2025.TW
2027,大成鋼,sii,上市,鋼鐵工業,.TW,2027.TW
2028,威致,sii,上市,鋼鐵工業,.TW,2028.TW
2029,盛餘,sii,上市,鋼鐵工業,.TW,2029.TW
2030,彰源,sii,上市,鋼鐵工業,.TW,2030.TW
2031,新光鋼,sii,上市,鋼鐵工業,.TW,2031.TW
2032,新鋼,sii,上市,鋼鐵工業,.TW,2032.TW
2033,佳大,sii,上市,鋼鐵工業,.TW,2033.TW
2034,允強,sii,上市,鋼鐵工業,.TW,2034.TW
2035,唐榮,otc,上櫃,鋼鐵工業,.TWO,2035.TWO
2038,海光,sii,上市,鋼鐵工業,.TW,2038.TW
2049,上銀,sii,上市,電機機械,.TW,2049.TW
2059,川湖,sii,上市,電子零組件業,.TW,2059.TW
2061,風青,otc,上櫃,電器電纜,.TWO,2061.TWO
2062,橋椿,sii,上市,居家生活,.TW,2062.TW
2063,世鎧,otc,上櫃,鋼鐵工業,.TWO,2063.TWO
2064,晉椿,otc,上櫃,鋼鐵工業,.TWO,2064.TWO
2065,世豐,otc,上櫃,鋼鐵工業,.TWO,2065.TWO
2066,世德,otc,上櫃,電機機械,.TWO,2066.TWO
2067,嘉鋼,otc,上櫃,電機機械,.TWO,2067.TWO
2069,運錩,sii,上市,鋼鐵工業,.TW,2069.TW
2070,精湛,otc,上櫃,電機機械,.TWO,2070.TWO
2073,雄順,otc,上櫃,鋼鐵工業,.TWO,2073.TWO
2101,南港,sii,上市,橡膠工業,.TW,2101.TW
2102,泰豐,sii,上市,橡膠工業,.TW,2102.TW
2103,台橡,sii,上市,橡膠工業,.TW,2103.TW
2104,國際中橡,sii,上市,橡膠工業,.TW,2104.TW
2105,正新,sii,上市,橡膠工業,.TW,2105.TW
2106,建大,sii,上市,橡膠工業,.TW,2106.TW
2107,厚生,sii,上市,橡膠工業,.TW,2107.TW
2108,南帝,sii,上市,橡膠工業,.TW,2108.TW
2109,華豐,sii,上市,橡膠工業,.TW,2109.TW
2114,鑫永銓,sii,上市,橡膠工業,.TW,2114.TW
2115,六暉-KY,sii,上市,汽車工業,.TW,2115.TW
2201,裕隆,sii,上市,汽車工業,.TW,2201.TW
2204,中華,sii,上市,汽車工業,.TW,2204.TW
2206,三陽工業,sii,上市,汽車工業,.TW,2206.TW
2207,和泰車,sii,上市,汽車工業,.TW,2207.TW
2208,台船,sii,上市,航運業,.TW,2208.TW
2211,長榮鋼,sii,上市,鋼鐵工業,.TW,2211.TW
2221,大甲,otc,上櫃,其他,.TWO,2221.TWO
2227,裕日車,sii,上市,汽車工業,.TW,2227.TW
2228,劍麟,sii,上市,汽車工業,.TW,2228.TW
2230,泰茂,otc,上櫃,電機機械,.TWO,2230.TWO
2231,為升,sii,上市,汽車工業,.TW,2231.TW
2233,宇隆,sii,上市,汽車工業,.TW,2233.TW
2235,謚源,otc,上櫃,電機機械,.TWO,2235.TWO
2236,百達-KY,sii,上市,汽車工業,.TW,2236.TW
2239,英利-KY,sii,上市,汽車工業,.TW,2239.TW
2241,艾姆勒,sii,上市,汽車工業,.TW,2241.TW
2243,宏旭-KY,sii,上市,汽車工業,.TW,2243.TW
2247,汎德永業,sii,上市,汽車工業,.TW,2247.TW
2250,IKKA-KY,sii,上市,汽車工業,.TW,2250.TW
2254,巨鎧精密-創,sii,上市,汽車工業,.TW,2254.TW
2258,鴻華先進-創,sii,上市,汽車工業,.TW,2258.TW
2301,光寶科,sii,上市,電腦及週邊設備業,.TW,2301.TW
2302,麗正,sii,上市,半導體業,.TW,2302.TW
2303,聯電,sii,上市,半導體業,.TW,2303.TW
2305,全友,sii,上市,電腦及週邊設備業,.TW,2305.TW
2308,台達電,sii,上市,電子零組件業,.TW,2308.TW
2311,日月光,sii,上市,電子工業,.TW,2311.TW
2312,金寶,sii,上市,其他電子業,.TW,2312.TW
2313,華通,sii,上市,電子零組件業,.TW,2313.TW
2314,台揚,sii,上市,通信網路業,.TW,2314.TW
2315,神達,sii,上市,電子工業,.TW,2315.TW
2316,楠梓電,sii,上市,電子零組件業,.TW,2316.TW
2317,鴻海,sii,上市,其他電子業,.TW,2317.TW
2321,東訊,sii,上市,通信網路業,.TW,2321.TW
2323,中環,sii,上市,光電業,.TW,2323.TW
2324,仁寶,sii,上市,電腦及週邊設備業,.TW,2324.TW
2325,矽品,sii,上市,電子工業,.TW,2325.TW
2326,亞瑟,otc,上櫃,電子工業,.TWO,2326.TWO
2327,國巨,sii,上市,電子零組件業,.TW,2327.TW
2328,廣宇,sii,上市,電子零組件業,.TW,2328.TW
2329,華泰,sii,上市,半導體業,.TW,2329.TW
2330,台積電,sii,上市,半導體業,.TW,2330.TW
2331,精英,sii,上市,電腦及週邊設備業,.TW,2331.TW
2332,友訊,sii,上市,通信網路業,.TW,2332.TW
2336,致伸,sii,上市,電子工業,.TW,2336.TW
2337,旺宏,sii,上市,半導體業,.TW,2337.TW
2338,光罩,sii,上市,半導體業,.TW,2338.TW
2340,台亞,sii,上市,半導體業,.TW,2340.TW
2341,英群,otc,上櫃,電子工業,.TWO,2341.TWO
2342,茂矽,sii,上市,半導體業,.TW,2342.TW
2344,華邦電,sii,上市,半導體業,.TW,2344.TW
2345,智邦,sii,上市,通信網路業,.TW,2345.TW
2347,聯強,sii,上市,電子通路業,.TW,2347.TW
2348,海悅,sii,上市,其他,.TW,2348.TW
2348A,海悅甲特,other_securities,其他,其他證券,-,-
2349,錸德,sii,上市,光電業,.TW,2349.TW
2350,環電,sii,上市,電子工業,.TW,2350.TW
2351,順德,sii,上市,半導體業,.TW,2351.TW
2352,佳世達,sii,上市,電腦及週邊設備業,.TW,2352.TW
2353,宏碁,sii,上市,電腦及週邊設備業,.TW,2353.TW
2354,鴻準,sii,上市,其他電子業,.TW,2354.TW
2355,敬鵬,sii,上市,電子零組件業,.TW,2355.TW
2356,英業達,sii,上市,電腦及週邊設備業,.TW,2356.TW
2357,華碩,sii,上市,電腦及週邊設備業,.TW,2357.TW
2358,廷鑫,sii,上市,其他,.TW,2358.TW
2359,所羅門,sii,上市,其他電子業,.TW,2359.TW
2360,致茂,sii,上市,其他電子業,.TW,2360.TW
2361,鴻友,sii,上市,電子工業,.TW,2361.TW
2362,藍天,sii,上市,電腦及週邊設備業,.TW,2362.TW
2363,矽統,sii,上市,半導體業,.TW,2363.TW
2364,倫飛,sii,上市,電腦及週邊設備業,.TW,2364.TW
2365,昆盈,sii,上市,電腦及週邊設備業,.TW,2365.TW
2367,燿華,sii,上市,電子零組件業,.TW,2367.TW
2368,金像電,sii,上市,電子零組件業,.TW,2368.TW
2369,菱生,sii,上市,半導體業,.TW,2369.TW
2371,大同,sii,上市,電機機械,.TW,2371.TW
2373,震旦行,sii,上市,其他電子業,.TW,2373.TW
2374,佳能,sii,上市,光電業,.TW,2374.TW
2375,凱美,sii,上市,電子零組件業,.TW,2375.TW
2376,技嘉,sii,上市,電腦及週邊設備業,.TW,2376.TW
2377,微星,sii,上市,電腦及週邊設備業,.TW,2377.TW
2379,瑞昱,sii,上市,半導體業,.TW,2379.TW
2380,虹光,sii,上市,電腦及週邊設備業,.TW,2380.TW
2381,華宇,otc,上櫃,電子工業,.TWO,2381.TWO
2382,廣達,sii,上市,電腦及週邊設備業,.TW,2382.TW
2383,台光電,sii,上市,電子零組件業,.TW,2383.TW
2384,勝華,sii,上市,其他證券,.TW,2384.TW
2385,群光,sii,上市,電子零組件業,.TW,2385.TW
2387,精元,sii,上市,電腦及週邊設備業,.TW,2387.TW
2388,威盛,sii,上市,半導體業,.TW,2388.TW
2390,云辰,sii,上市,其他電子業,.TW,2390.TW
2391,合勤,sii,上市,電子工業,.TW,2391.TW
2392,正崴,sii,上市,電子零組件業,.TW,2392.TW
2393,億光,sii,上市,光電業,.TW,2393.TW
2395,研華,sii,上市,電腦及週邊設備業,.TW,2395.TW
2396,精碟,otc,上櫃,電子工業,.TWO,2396.TWO
2397,友通,sii,上市,電腦及週邊設備業,.TW,2397.TW
2399,映泰,sii,上市,電腦及週邊設備業,.TW,2399.TW
2401,凌陽,sii,上市,半導體業,.TW,2401.TW
2402,毅嘉,sii,上市,電子零組件業,.TW,2402.TW
2403,友尚,sii,上市,電子工業,.TW,2403.TW
2404,漢唐,sii,上市,其他電子業,.TW,2404.TW
2405,輔信,sii,上市,電腦及週邊設備業,.TW,2405.TW
2406,國碩,sii,上市,光電業,.TW,2406.TW
2408,南亞科,sii,上市,半導體業,.TW,2408.TW
2409,友達,sii,上市,光電業,.TW,2409.TW
2410,鼎大,otc,上櫃,電子工業,.TWO,2410.TWO
2411,飛瑞,sii,上市,電子工業,.TW,2411.TW
2412,中華電,sii,上市,通信網路業,.TW,2412.TW
2413,環科,sii,上市,電子零組件業,.TW,2413.TW
2414,精技,sii,上市,電子通路業,.TW,2414.TW
2415,錩新,sii,上市,電子零組件業,.TW,2415.TW
2417,圓剛,sii,上市,電腦及週邊設備業,.TW,2417.TW
2418,雅新,sii,上市,電子工業,.TW,2418.TW
2419,仲琦,sii,上市,通信網路業,.TW,2419.TW
2420,新巨,sii,上市,電子零組件業,.TW,2420.TW
2421,建準,sii,上市,電子零組件業,.TW,2421.TW
2423,固緯,sii,上市,其他電子業,.TW,2423.TW
2424,隴華,sii,上市,通信網路業,.TW,2424.TW
2425,承啟,sii,上市,電腦及週邊設備業,.TW,2425.TW
2426,鼎元,sii,上市,光電業,.TW,2426.TW
2427,三商電,sii,上市,資訊服務業,.TW,2427.TW
2428,興勤,sii,上市,電子零組件業,.TW,2428.TW
2429,銘旺科,sii,上市,光電業,.TW,2429.TW
2430,燦坤,sii,上市,電子通路業,.TW,2430.TW
2431,聯昌,sii,上市,電子零組件業,.TW,2431.TW
2432,倚天酷碁-創,sii,上市,電腦及週邊設備業,.TW,2432.TW
2433,互盛電,sii,上市,其他電子業,.TW,2433.TW
2434,統懋,sii,上市,半導體業,.TW,2434.TW
2436,偉詮電,sii,上市,半導體業,.TW,2436.TW
2437,旺詮,sii,上市,電子工業,.TW,2437.TW
2438,翔耀,sii,上市,光電業,.TW,2438.TW
2439,美律,sii,上市,通信網路業,.TW,2439.TW
2440,太空梭,sii,上市,電子零組件業,.TW,2440.TW
2441,超豐,sii,上市,半導體業,.TW,2441.TW
2442,新美齊,sii,上市,建材營造,.TW,2442.TW
2443,昶虹,sii,上市,其他,.TW,2443.TW
2444,兆勁,sii,上市,通信網路業,.TW,2444.TW
2446,全懋,sii,上市,電子工業,.TW,2446.TW
2447,鼎新,sii,上市,橡膠工業,.TW,2447.TW
2448,晶電,sii,上市,電子工業,.TW,2448.TW
2449,京元電子,sii,上市,半導體業,.TW,2449.TW
2450,神腦,sii,上市,通信網路業,.TW,2450.TW
2451,創見,sii,上市,半導體業,.TW,2451.TW
2452,乾坤,sii,上市,電子工業,.TW,2452.TW
2453,凌群,sii,上市,資訊服務業,.TW,2453.TW
2454,聯發科,sii,上市,半導體業,.TW,2454.TW
2455,全新,sii,上市,通信網路業,.TW,2455.TW
2456,奇力新,sii,上市,其他,.TW,2456.TW
2457,飛宏,sii,上市,電子零組件業,.TW,2457.TW
2458,義隆,sii,上市,半導體業,.TW,2458.TW
2459,敦吉,sii,上市,其他電子業,.TW,2459.TW
2460,建通,sii,上市,電子零組件業,.TW,2460.TW
2461,光群雷,sii,上市,其他電子業,.TW,2461.TW
2462,良得電,sii,上市,電子零組件業,.TW,2462.TW
2463,研揚,sii,上市,電子工業,.TW,2463.TW
2464,盟立,sii,上市,其他電子業,.TW,2464.TW
2465,麗臺,sii,上市,電腦及週邊設備業,.TW,2465.TW
2466,冠西電,sii,上市,光電業,.TW,2466.TW
2467,志聖,sii,上市,電子零組件業,.TW,2467.TW
2468,華經,sii,上市,資訊服務業,.TW,2468.TW
2469,力信,sii,上市,電子工業,.TW,2469.TW
2471,資通,sii,上市,資訊服務業,.TW,2471.TW
2472,立隆電,sii,上市,電子零組件業,.TW,2472.TW
2473,思源,sii,上市,電子工業,.TW,2473.TW
2474,可成,sii,上市,其他電子業,.TW,2474.TW
2475,華映,sii,上市,電子工業,.TW,2475.TW
2476,鉅祥,sii,上市,電子零組件業,.TW,2476.TW
2477,美隆電,sii,上市,其他電子業,.TW,2477.TW
2478,大毅,sii,上市,電子零組件業,.TW,2478.TW
2479,和立,otc,上櫃,電子工業,.TWO,2479.TWO
2480,敦陽科,sii,上市,資訊服務業,.TW,2480.TW
2481,強茂,sii,上市,半導體業,.TW,2481.TW
2482,連宇,sii,上市,其他電子業,.TW,2482.TW
2483,百容,sii,上市,電子零組件業,.TW,2483.TW
2484,希華,sii,上市,電子零組件業,.TW,2484.TW
2485,兆赫,sii,上市,通信網路業,.TW,2485.TW
2486,一詮,sii,上市,光電業,.TW,2486.TW
2488,漢平,sii,上市,其他電子業,.TW,2488.TW
2489,瑞軒,sii,上市,光電業,.TW,2489.TW
2491,吉祥全,sii,上市,光電業,.TW,2491.TW
2492,華新科,sii,上市,電子零組件業,.TW,2492.TW
2493,揚博,sii,上市,電子零組件業,.TW,2493.TW
2494,廣業科,sii,上市,電子工業,.TW,2494.TW
2495,普安,sii,上市,電腦及週邊設備業,.TW,2495.TW
2496,卓越,sii,上市,其他,.TW,2496.TW
2497,怡利電,sii,上市,汽車工業,.TW,2497.TW
2498,宏達電,sii,上市,通信網路業,.TW,2498.TW
2499,東貝,sii,上市,電子工業,.TW,2499.TW
2501,國建,sii,上市,建材營造,.TW,2501.TW
2504,國產,sii,上市,建材營造,.TW,2504.TW
2505,國揚,sii,上市,建材營造,.TW,2505.TW
2506,太設,sii,上市,建材營造,.TW,2506.TW
2509,全坤建,sii,上市,建材營造,.TW,2509.TW
2511,太子,sii,上市,建材營造,.TW,2511.TW
2514,龍邦,sii,上市,其他,.TW,2514.TW
2515,中工,sii,上市,建材營造,.TW,2515.TW
2516,新建,sii,上市,建材營造,.TW,2516.TW
2520,冠德,sii,上市,建材營造,.TW,2520.TW
2524,京城,sii,上市,建材營造,.TW,2524.TW
2526,大陸,sii,上市,建材營造,.TW,2526.TW
2527,宏璟,sii,上市,建材營造,.TW,2527.TW
2528,皇普,sii,上市,建材營造,.TW,2528.TW
2530,華建,sii,上市,建材營造,.TW,2530.TW
2534,宏盛,sii,上市,建材營造,.TW,2534.TW
2535,達欣工,sii,上市,建材營造,.TW,2535.TW
2536,宏普,sii,上市,建材營造,.TW,2536.TW
2537,聯上發,sii,上市,建材營造,.TW,2537.TW
2538,基泰,sii,上市,建材營造,.TW,2538.TW
2539,櫻花建,sii,上市,建材營造,.TW,2539.TW
2540,愛山林,sii,上市,建材營造,.TW,2540.TW
2542,興富發,sii,上市,建材營造,.TW,2542.TW
2543,皇昌,sii,上市,建材營造,.TW,2543.TW
2545,皇翔,sii,上市,建材營造,.TW,2545.TW
2546,根基,sii,上市,建材營造,.TW,2546.TW
2547,日勝生,sii,上市,建材營造,.TW,2547.TW
2548,華固,sii,上市,建材營造,.TW,2548.TW
2596,綠意,otc,上櫃,建材營造,.TWO,2596.TWO
2597,潤弘,sii,上市,建材營造,.TW,2597.TW
2601,益航,sii,上市,貿易百貨,.TW,2601.TW
2603,長榮,sii,上市,航運業,.TW,2603.TW
2605,新興,sii,上市,航運業,.TW,2605.TW
2606,裕民,sii,上市,航運業,.TW,2606.TW
2607,榮運,sii,上市,航運業,.TW,2607.TW
2608,嘉里大榮,sii,上市,航運業,.TW,2608.TW
2609,陽明,sii,上市,航運業,.TW,2609.TW
2610,華航,sii,上市,航運業,.TW,2610.TW
2611,志信,sii,上市,航運業,.TW,2611.TW
2612,中航,sii,上市,航運業,.TW,2612.TW
2613,中櫃,sii,上市,航運業,.TW,2613.TW
2614,東森,sii,上市,其他,.TW,2614.TW
2615,萬海,sii,上市,航運業,.TW,2615.TW
2616,山隆,sii,上市,油電燃氣業,.TW,2616.TW
2617,台航,sii,上市,航運業,.TW,2617.TW
2618,長榮航,sii,上市,航運業,.TW,2618.TW
2628,正利,otc,上櫃,航運業,.TWO,2628.TWO
2630,亞航,sii,上市,航運業,.TW,2630.TW
2633,台灣高鐵,sii,上市,航運業,.TW,2633.TW
2634,漢翔,sii,上市,航運業,.TW,2634.TW
2636,台驊控股,sii,上市,航運業,.TW,2636.TW
2637,慧洋-KY,sii,上市,航運業,.TW,2637.TW
2640,大車隊,otc,上櫃,數位雲端,.TWO,2640.TWO
2641,正德,otc,上櫃,航運業,.TWO,2641.TWO
2642,宅配通,sii,上市,航運業,.TW,2642.TW
2643,捷迅,otc,上櫃,航運業,.TWO,2643.TWO
2645,長榮航太,sii,上市,航運業,.TW,2645.TW
2701,萬企,sii,上市,觀光餐旅,.TW,2701.TW
2702,華園,sii,上市,觀光餐旅,.TW,2702.TW
2704,國賓,sii,上市,觀光餐旅,.TW,2704.TW
2705,六福,sii,上市,觀光餐旅,.TW,2705.TW
2706,第一店,sii,上市,觀光餐旅,.TW,2706.TW
2707,晶華,sii,上市,觀光餐旅,.TW,2707.TW
2712,遠雄來,sii,上市,觀光餐旅,.TW,2712.TW
2718,晶悅,otc,上櫃,建材營造,.TWO,2718.TWO
2719,燦星旅,otc,上櫃,觀光餐旅,.TWO,2719.TWO
2722,夏都,sii,上市,觀光餐旅,.TW,2722.TW
2723,美食-KY,sii,上市,觀光餐旅,.TW,2723.TW
2724,藝舍-KY,otc,上櫃,觀光餐旅,.TWO,2724.TWO
2726,雅茗-KY,otc,上櫃,觀光餐旅,.TWO,2726.TWO
2727,王品,sii,上市,觀光餐旅,.TW,2727.TW
2729,瓦城,otc,上櫃,觀光餐旅,.TWO,2729.TWO
2731,雄獅,sii,上市,觀光餐旅,.TW,2731.TW
2732,六角,otc,上櫃,觀光餐旅,.TWO,2732.TWO
2734,易飛網,otc,上櫃,觀光餐旅,.TWO,2734.TWO
2736,富野,otc,上櫃,觀光餐旅,.TWO,2736.TWO
2739,寒舍,sii,上市,觀光餐旅,.TW,2739.TW
2740,天蔥,otc,上櫃,觀光餐旅,.TWO,2740.TWO
2743,山富,otc,上櫃,觀光餐旅,.TWO,2743.TWO
2745,五福,otc,上櫃,觀光餐旅,.TWO,2745.TWO
2748,雲品,sii,上市,觀光餐旅,.TW,2748.TW
2751,王座,otc,上櫃,觀光餐旅,.TWO,2751.TWO
2752,豆府,otc,上櫃,觀光餐旅,.TWO,2752.TWO
2753,八方雲集,sii,上市,觀光餐旅,.TW,2753.TW
2754,亞洲藏壽司,otc,上櫃,觀光餐旅,.TWO,2754.TWO
2755,揚秦,otc,上櫃,觀光餐旅,.TWO,2755.TWO
2756,聯發國際,otc,上櫃,觀光餐旅,.TWO,2756.TWO
2762,世界健身-KY,sii,上市,運動休閒,.TW,2762.TW
2801,彰銀,sii,上市,金融保險業,.TW,2801.TW
2809,京城銀,sii,上市,金融保險業,.TW,2809.TW
2812,台中銀,sii,上市,金融保險業,.TW,2812.TW
2816,旺旺保,sii,上市,金融保險業,.TW,2816.TW
2820,華票,sii,上市,金融保險業,.TW,2820.TW
2823,中壽,sii,上市,其他證券,.TW,2823.TW
2827,中聯,sii,上市,金融保險業,.TW,2827.TW
2832,台產,sii,上市,金融保險業,.TW,2832.TW
2833,台壽保,sii,上市,其他證券,.TW,2833.TW
2833A,台壽甲,other_securities,其他,其他證券,-,-
2834,臺企銀,sii,上市,金融保險業,.TW,2834.TW
2836,高雄銀,sii,上市,金融保險業,.TW,2836.TW
2836A,高雄銀甲特,other_securities,其他,其他證券,-,-
2837,萬泰銀,sii,上市,其他證券,.TW,2837.TW
2838,聯邦銀,sii,上市,金融保險業,.TW,2838.TW
2838A,聯邦銀甲特,other_securities,其他,其他證券,-,-
2841,台開,sii,上市,建材營造,.TW,2841.TW
2845,遠東銀,sii,上市,金融保險業,.TW,2845.TW
2847,大眾銀,sii,上市,金融保險業,.TW,2847.TW
2849,安泰銀,sii,上市,金融保險業,.TW,2849.TW
2850,新產,sii,上市,金融保險業,.TW,2850.TW
2851,中再保,sii,上市,金融保險業,.TW,2851.TW
2852,第一保,sii,上市,金融保險業,.TW,2852.TW
2854,寶來證,sii,上市,金融保險業,.TW,2854.TW
2855,統一證,sii,上市,金融保險業,.TW,2855.TW
2856,元富證,sii,上市,其他證券,.TW,2856.TW
2867,三商壽,sii,上市,金融保險業,.TW,2867.TW
2880,華南金,sii,上市,金融保險業,.TW,2880.TW
2881,富邦金,sii,上市,金融保險業,.TW,2881.TW
2881A,富邦特,other_securities,其他,其他證券,-,-
2881B,富邦金乙特,other_securities,其他,其他證券,-,-
2881C,富邦金丙特,other_securities,其他,其他證券,-,-
2882,國泰金,sii,上市,金融保險業,.TW,2882.TW
2882A,國泰特,other_securities,其他,其他證券,-,-
2882B,國泰金乙特,other_securities,其他,其他證券,-,-
2883,開發金,sii,上市,金融保險業,.TW,2883.TW
2883A,開發特,other_securities,其他,其他證券,-,-
2883B,開發金乙特,other_securities,其他,其他證券,-,-
2884,玉山金,sii,上市,金融保險業,.TW,2884.TW
2885,元大金,sii,上市,金融保險業,.TW,2885.TW
2886,兆豐金,sii,上市,金融保險業,.TW,2886.TW
2887,台新金,sii,上市,金融保險業,.TW,2887.TW
2887C,新丙特,other_securities,其他,其他證券,-,-
2887E,台新戊特,other_securities,其他,其他證券,-,-
2887F,台新戊特二,other_securities,其他,其他證券,-,-
2887Z1,台新己特,other_securities,其他,其他證券,-,-
2888,新光金,sii,上市,金融保險業,.TW,2888.TW
2888A,新光金甲特,other_securities,其他,其他證券,-,-
2888B,新光金乙特,other_securities,其他,其他證券,-,-
2889,國票金,sii,上市,金融保險業,.TW,2889.TW
2890,永豐金,sii,上市,金融保險業,.TW,2890.TW
2891,中信金,sii,上市,金融保險業,.TW,2891.TW
2891A,中信特,other_securities,其他,其他證券,-,-
2891B,中信金乙特,other_securities,其他,其他證券,-,-
2891C,中信金丙特,other_securities,其他,其他證券,-,-
2892,第一金,sii,上市,金融保險業,.TW,2892.TW
2897,王道銀行,sii,上市,金融保險業,.TW,2897.TW
2897A,王道銀甲特,other_securities,其他,其他證券,-,-
2901,欣欣,sii,上市,貿易百貨,.TW,2901.TW
2903,遠百,sii,上市,貿易百貨,.TW,2903.TW
2904,匯僑,sii,上市,其他,.TW,2904.TW
2905,三商,sii,上市,貿易百貨,.TW,2905.TW
2906,高林,sii,上市,貿易百貨,.TW,2906.TW
2908,特力,sii,上市,貿易百貨,.TW,2908.TW
2910,統領,sii,上市,貿易百貨,.TW,2910.TW
2911,麗嬰房,sii,上市,貿易百貨,.TW,2911.TW
2912,統一超,sii,上市,貿易百貨,.TW,2912.TW
2913,農林,sii,上市,貿易百貨,.TW,2913.TW
2915,潤泰全,sii,上市,貿易百貨,.TW,2915.TW
2916,滿心,otc,上櫃,居家生活,.TWO,2916.TWO
2921,和樂,otc,上櫃,貿易百貨,.TWO,2921.TWO
2923,鼎固-KY,sii,上市,建材營造,.TW,2923.TW
2924,宏太-KY,otc,上櫃,居家生活,.TWO,2924.TWO
2926,誠品生活,otc,上櫃,文化創意業,.TWO,2926.TWO
2928,紅馬-KY,otc,上櫃,觀光餐旅,.TWO,2928.TWO
2929,淘帝-KY,sii,上市,貿易百貨,.TW,2929.TW
2936,客思達-KY,sii,上市,貿易百貨,.TW,2936.TW
2937,集雅社,otc,上櫃,居家生活,.TWO,2937.TWO
2939,永邑-KY,sii,上市,貿易百貨,.TW,2939.TW
2941,米斯特,otc,上櫃,居家生活,.TWO,2941.TWO
2945,三商家購,sii,上市,貿易百貨,.TW,2945.TW
2947,振宇五金,otc,上櫃,居家生活,.TWO,2947.TWO
2948,寶陞,otc,上櫃,居家生活,.TWO,2948.TWO
2949,欣新網,otc,上櫃,數位雲端,.TWO,2949.TWO
3002,歐格,sii,上市,電腦及週邊設備業,.TW,3002.TW
3003,健和興,sii,上市,電子零組件業,.TW,3003.TW
3004,豐達科,sii,上市,鋼鐵工業,.TW,3004.TW
3005,神基,sii,上市,電腦及週邊設備業,.TW,3005.TW
3006,晶豪科,sii,上市,半導體業,.TW,3006.TW
3008,大立光,sii,上市,光電業,.TW,3008.TW
3009,奇美電,sii,上市,電子工業,.TW,3009.TW
3010,華立,sii,上市,電子通路業,.TW,3010.TW
3011,今皓,sii,上市,電子零組件業,.TW,3011.TW
3013,晟銘電,sii,上市,電腦及週邊設備業,.TW,3013.TW
3014,聯陽,sii,上市,半導體業,.TW,3014.TW
3015,全漢,sii,上市,電子零組件業,.TW,3015.TW
3016,嘉晶,sii,上市,半導體業,.TW,3016.TW
3017,奇鋐,sii,上市,電腦及週邊設備業,.TW,3017.TW
3018,隆銘綠能,sii,上市,其他電子業,.TW,3018.TW
3019,亞光,sii,上市,光電業,.TW,3019.TW
3020,奇普仕,sii,上市,電子工業,.TW,3020.TW
3021,鴻名,sii,上市,電子零組件業,.TW,3021.TW
3022,威強電,sii,上市,電腦及週邊設備業,.TW,3022.TW
3023,信邦,sii,上市,電子零組件業,.TW,3023.TW
3024,憶聲,sii,上市,光電業,.TW,3024.TW
3025,星通,sii,上市,通信網路業,.TW,3025.TW
3026,禾伸堂,sii,上市,電子零組件業,.TW,3026.TW
3027,盛達,sii,上市,通信網路業,.TW,3027.TW
3028,增你強,sii,上市,電子通路業,.TW,3028.TW
3029,零壹,sii,上市,資訊服務業,.TW,3029.TW
3030,德律,sii,上市,其他電子業,.TW,3030.TW
3031,佰鴻,sii,上市,光電業,.TW,3031.TW
3032,偉訓,sii,上市,電子零組件業,.TW,3032.TW
3033,威健,sii,上市,電子通路業,.TW,3033.TW
3034,聯詠,sii,上市,半導體業,.TW,3034.TW
3035,智原,sii,上市,半導體業,.TW,3035.TW
3036,文曄,sii,上市,電子通路業,.TW,3036.TW
3036A,文曄甲特,other_securities,其他,其他證券,-,-
3037,欣興,sii,上市,電子零組件業,.TW,3037.TW
3038,全台,sii,上市,光電業,.TW,3038.TW
3040,遠見,sii,上市,其他,.TW,3040.TW
3041,揚智,sii,上市,半導體業,.TW,3041.TW
3042,晶技,sii,上市,電子零組件業,.TW,3042.TW
3043,科風,sii,上市,其他電子業,.TW,3043.TW
3044,健鼎,sii,上市,電子零組件業,.TW,3044.TW
3045,台灣大,sii,上市,通信網路業,.TW,3045.TW
3046,建碁,sii,上市,電腦及週邊設備業,.TW,3046.TW
3047,訊舟,sii,上市,通信網路業,.TW,3047.TW
3048,益登,sii,上市,電子通路業,.TW,3048.TW
3049,精金,sii,上市,光電業,.TW,3049.TW
3050,鈺德,sii,上市,光電業,.TW,3050.TW
3051,力特,sii,上市,光電業,.TW,3051.TW
3052,夆典,sii,上市,建材營造,.TW,3052.TW
3053,鼎營,otc,上櫃,電子工業,.TWO,3053.TWO
3054,立萬利,sii,上市,食品工業,.TW,3054.TW
