symbol,name,market,market_tw,category,yf_suffix,yf_ticker
3055,蔚華科,sii,上市,電子通路業,.TW,3055.TW
3056,富華新,sii,上市,建材營造,.TW,3056.TW
3057,喬鼎,sii,上市,電腦及週邊設備業,.TW,3057.TW
3058,立德,sii,上市,電子零組件業,.TW,3058.TW
3059,華晶科,sii,上市,光電業,.TW,3059.TW
3060,銘異,sii,上市,電腦及週邊設備業,.TW,3060.TW
3061,璨圓,sii,上市,電子工業,.TW,3061.TW
3062,建漢,sii,上市,通信網路業,.TW,3062.TW
3063,飛信,sii,上市,電子工業,.TW,3063.TW
3064,泰偉,otc,上櫃,文化創意業,.TWO,3064.TWO
3066,李洲,otc,上櫃,光電業,.TWO,3066.TWO
3067,全域,otc,上櫃,其他電子業,.TWO,3067.TWO
3068,美磊,otc,上櫃,電子工業,.TWO,3068.TWO
3069,寶晟科,otc,上櫃,其他證券,.TWO,3069.TWO
3071,協禧,otc,上櫃,電腦及週邊設備業,.TWO,3071.TWO
3073,天方能源,otc,上櫃,綠能環保,.TWO,3073.TWO
3078,僑威,otc,上櫃,電子零組件業,.TWO,3078.TWO
3079,宏億,otc,上櫃,電子工業,.TWO,3079.TWO
3080,威力盟,sii,上市,電子工業,.TW,3080.TW
3081,聯亞,otc,上櫃,通信網路業,.TWO,3081.TWO
3083,網龍,otc,上櫃,文化創意業,.TWO,3083.TWO
3085,新零售,otc,上櫃,數位雲端,.TWO,3085.TWO
3086,華義,otc,上櫃,文化創意業,.TWO,3086.TWO
3087,翔準,otc,上櫃,電子工業,.TWO,3087.TWO
3088,艾訊,otc,上櫃,電腦及週邊設備業,.TWO,3088.TWO
3089,億杰,otc,上櫃,其他,.TWO,3089.TWO
3090,日電貿,sii,上市,電子零組件業,.TW,3090.TW
3092,鴻碩,sii,上市,電子零組件業,.TW,3092.TW
3093,港建*,otc,上櫃,其他電子業,.TWO,3093.TWO
3094,聯傑,sii,上市,半導體業,.TW,3094.TW
3095,及成,otc,上櫃,通信網路業,.TWO,3095.TWO
3099,頂倫,otc,上櫃,電子工業,.TWO,3099.TWO
3105,穩懋,otc,上櫃,半導體業,.TWO,3105.TWO
3114,好德,otc,上櫃,電子零組件業,.TWO,3114.TWO
3115,富榮綱,otc,上櫃,電子零組件業,.TWO,3115.TWO
3118,進階,otc,上櫃,生技醫療業,.TWO,3118.TWO
3122,笙泉,otc,上櫃,半導體業,.TWO,3122.TWO
3126,信億,otc,上櫃,電子工業,.TWO,3126.TWO
3128,昇銳,otc,上櫃,光電業,.TWO,3128.TWO
3130,一零四,sii,上市,數位雲端,.TW,3130.TW
3131,弘塑,otc,上櫃,其他電子業,.TWO,3131.TWO
3138,耀登,sii,上市,通信網路業,.TW,3138.TW
3141,晶宏,otc,上櫃,半導體業,.TWO,3141.TWO
3142,遠茂,otc,上櫃,電子工業,.TWO,3142.TWO
3144,新揚科,otc,上櫃,電子工業,.TWO,3144.TWO
3147,大綜,otc,上櫃,資訊服務業,.TWO,3147.TWO
3149,正達,sii,上市,光電業,.TW,3149.TW
3150,鈺寶-創,sii,上市,半導體業,.TW,3150.TW
3152,璟德,otc,上櫃,通信網路業,.TWO,3152.TWO
3162,精確,otc,上櫃,電機機械,.TWO,3162.TWO
3163,波若威,otc,上櫃,通信網路業,.TWO,3163.TWO
3164,景岳,sii,上市,生技醫療業,.TW,3164.TW
3167,大量,sii,上市,電機機械,.TW,3167.TW
3168,眾福科,sii,上市,光電業,.TW,3168.TW
3169,亞信,otc,上櫃,半導體業,.TWO,3169.TWO
3171,新洲,otc,上櫃,居家生活,.TWO,3171.TWO
3176,基亞,otc,上櫃,生技醫療業,.TWO,3176.TWO
3178,公準,otc,上櫃,半導體業,.TWO,3178.TWO
3188,鑫龍騰,otc,上櫃,建材營造,.TWO,3188.TWO
3189,景碩,sii,上市,半導體業,.TW,3189.TW
3191,雲嘉南,otc,上櫃,電子零組件業,.TWO,3191.TWO
3202,樺晟,otc,上櫃,電子零組件業,.TWO,3202.TWO
3205,佰研,otc,上櫃,生技醫療業,.TWO,3205.TWO
3206,志豐,otc,上櫃,電子零組件業,.TWO,3206.TWO
3207,耀勝,otc,上櫃,電子零組件業,.TWO,3207.TWO
3209,全科,sii,上市,電子通路業,.TW,3209.TW
3211,順達,otc,上櫃,電腦及週邊設備業,.TWO,3211.TWO
3213,茂訊,otc,上櫃,電腦及週邊設備業,.TWO,3213.TWO
3217,優群,otc,上櫃,電子零組件業,.TWO,3217.TWO
3218,大學光,otc,上櫃,生技醫療業,.TWO,3218.TWO
3219,倚強科,otc,上櫃,其他電子業,.TWO,3219.TWO
3221,台嘉碩,otc,上櫃,通信網路業,.TWO,3221.TWO
3224,三顧,otc,上櫃,電子通路業,.TWO,3224.TWO
3226,至寶電,otc,上櫃,電機機械,.TWO,3226.TWO
3227,原相,otc,上櫃,半導體業,.TWO,3227.TWO
3228,金麗科,otc,上櫃,半導體業,.TWO,3228.TWO
3229,晟鈦,sii,上市,電子零組件業,.TW,3229.TW
3230,錦明,otc,上櫃,光電業,.TWO,3230.TWO
3231,緯創,sii,上市,電腦及週邊設備業,.TW,3231.TW
3232,昱捷,otc,上櫃,電子通路業,.TWO,3232.TWO
3234,光環,otc,上櫃,通信網路業,.TWO,3234.TWO
3236,千如,otc,上櫃,電子零組件業,.TWO,3236.TWO
3252,海灣,otc,上櫃,觀光餐旅,.TWO,3252.TWO
3257,虹冠電,sii,上市,半導體業,.TW,3257.TW
3259,鑫創,otc,上櫃,半導體業,.TWO,3259.TWO
3260,威剛,otc,上櫃,半導體業,.TWO,3260.TWO
3264,欣銓,otc,上櫃,半導體業,.TWO,3264.TWO
3265,台星科,otc,上櫃,半導體業,.TWO,3265.TWO
3266,昇陽,sii,上市,建材營造,.TW,3266.TW
3268,海德威,otc,上櫃,半導體業,.TWO,3268.TWO
3271,其樂達,sii,上市,電子工業,.TW,3271.TW
3272,東碩,otc,上櫃,電腦及週邊設備業,.TWO,3272.TWO
3276,宇環,otc,上櫃,電子零組件業,.TWO,3276.TWO
3284,太普高,otc,上櫃,其他,.TWO,3284.TWO
3285,微端,otc,上櫃,其他電子業,.TWO,3285.TWO
3287,廣寰科,otc,上櫃,電腦及週邊設備業,.TWO,3287.TWO
3288,點晶,otc,上櫃,電子零組件業,.TWO,3288.TWO
3289,宜特,otc,上櫃,其他電子業,.TWO,3289.TWO
3290,東浦,otc,上櫃,電子零組件業,.TWO,3290.TWO
3291,遠翔科,otc,上櫃,電子工業,.TWO,3291.TWO
3293,鈊象,otc,上櫃,文化創意業,.TWO,3293.TWO
3294,英濟,otc,上櫃,電子零組件業,.TWO,3294.TWO
3296,勝德,sii,上市,電子零組件業,.TW,3296.TW
3297,杭特,otc,上櫃,光電業,.TWO,3297.TWO
3298,圓創,otc,上櫃,電子工業,.TWO,3298.TWO
3299,帛漢,otc,上櫃,電子工業,.TWO,3299.TWO
3303,岱稜,otc,上櫃,其他電子業,.TWO,3303.TWO
3305,昇貿,sii,上市,其他電子業,.TW,3305.TW
3306,鼎天,otc,上櫃,通信網路業,.TWO,3306.TWO
3308,聯德,sii,上市,電子零組件業,.TW,3308.TW
3310,佳穎,otc,上櫃,電子零組件業,.TWO,3310.TWO
3311,閎暉,sii,上市,通信網路業,.TW,3311.TW
3312,弘憶股,sii,上市,電子通路業,.TW,3312.TW
3313,斐成,otc,上櫃,其他,.TWO,3313.TWO
3315,宣昶,sii,上市,電子工業,.TW,3315.TW
3317,尼克森,otc,上櫃,半導體業,.TWO,3317.TWO
3321,同泰,sii,上市,電子零組件業,.TW,3321.TW
3322,建舜電,otc,上櫃,電子零組件業,.TWO,3322.TWO
3323,加百裕,otc,上櫃,電腦及週邊設備業,.TWO,3323.TWO
3324,雙鴻,otc,上櫃,其他電子業,.TWO,3324.TWO
3325,旭品,otc,上櫃,電腦及週邊設備業,.TWO,3325.TWO
3332,幸康,otc,上櫃,電子零組件業,.TWO,3332.TWO
3338,泰碩,sii,上市,電子零組件業,.TW,3338.TW
3339,泰谷,otc,上櫃,光電業,.TWO,3339.TWO
3346,麗清,sii,上市,汽車工業,.TW,3346.TW
3349,寶德,otc,上櫃,電腦及週邊設備業,.TWO,3349.TWO
3354,律勝,otc,上櫃,電子零組件業,.TWO,3354.TWO
3356,奇偶,sii,上市,光電業,.TW,3356.TW
3357,臺慶科,otc,上櫃,電子零組件業,.TWO,3357.TWO
3360,尚立,otc,上櫃,電子通路業,.TWO,3360.TWO
3362,先進光,otc,上櫃,光電業,.TWO,3362.TWO
3363,上詮,otc,上櫃,通信網路業,.TWO,3363.TWO
3367,英華達,sii,上市,電子工業,.TW,3367.TW
3369,鐵研,otc,上櫃,其他證券,.TWO,3369.TWO
3372,典範,otc,上櫃,半導體業,.TWO,3372.TWO
3373,熱映,otc,上櫃,其他電子業,.TWO,3373.TWO
3374,精材,otc,上櫃,半導體業,.TWO,3374.TWO
3376,新日興,sii,上市,電子零組件業,.TW,3376.TW
3379,彬台,otc,上櫃,電機機械,.TWO,3379.TWO
3380,明泰,sii,上市,通信網路業,.TW,3380.TW
3383,新世紀,sii,上市,其他,.TW,3383.TW
3388,崇越電,otc,上櫃,電子零組件業,.TWO,3388.TWO
3389,志遠,otc,上櫃,電子工業,.TWO,3389.TWO
3390,旭軟,otc,上櫃,電子零組件業,.TWO,3390.TWO
3402,漢科,otc,上櫃,其他電子業,.TWO,3402.TWO
3406,玉晶光,sii,上市,光電業,.TW,3406.TW
3413,京鼎,sii,上市,半導體業,.TW,3413.TW
3416,融程電,sii,上市,電腦及週邊設備業,.TW,3416.TW
3419,譁裕,sii,上市,通信網路業,.TW,3419.TW
3426,台興,otc,上櫃,電機機械,.TWO,3426.TWO
3428,光燿科,otc,上櫃,電子工業,.TWO,3428.TWO
3430,奇鈦科,otc,上櫃,化學工業,.TWO,3430.TWO
3431,長天,otc,上櫃,其他,.TWO,3431.TWO
3432,台端,sii,上市,電子零組件業,.TW,3432.TW
3434,哲固,otc,上櫃,光電業,.TWO,3434.TWO
3437,榮創,sii,上市,光電業,.TW,3437.TW
3438,類比科,otc,上櫃,半導體業,.TWO,3438.TWO
3441,聯一光,otc,上櫃,光電業,.TWO,3441.TWO
3443,創意,sii,上市,半導體業,.TW,3443.TW
3444,利機,otc,上櫃,電子通路業,.TWO,3444.TWO
3447,展達,sii,上市,通信網路業,.TW,3447.TW
3450,聯鈞,sii,上市,半導體業,.TW,3450.TW
3452,益通,otc,上櫃,電子工業,.TWO,3452.TWO
3454,晶睿,sii,上市,光電業,.TW,3454.TW
3455,由田,otc,上櫃,光電業,.TWO,3455.TWO
3465,進泰電子,otc,上櫃,其他電子業,.TWO,3465.TWO
3466,德晉,otc,上櫃,通信網路業,.TWO,3466.TWO
3474,華亞科,sii,上市,半導體業,.TW,3474.TW
3479,安勤,otc,上櫃,電腦及週邊設備業,.TWO,3479.TWO
3481,群創,sii,上市,光電業,.TW,3481.TW
3483,力致,otc,上櫃,電腦及週邊設備業,.TWO,3483.TWO
3484,崧騰,otc,上櫃,電子零組件業,.TWO,3484.TWO
3489,森寶,otc,上櫃,建材營造,.TWO,3489.TWO
3490,單井,otc,上櫃,光電業,.TWO,3490.TWO
3491,昇達科,otc,上櫃,通信網路業,.TWO,3491.TWO
3492,長盛,otc,上櫃,電子零組件業,.TWO,3492.TWO
3494,誠研,sii,上市,電腦及週邊設備業,.TW,3494.TW
3498,陽程,otc,上櫃,其他電子業,.TWO,3498.TWO
3499,環天科,otc,上櫃,通信網路業,.TWO,3499.TWO
3501,維熹,sii,上市,電子零組件業,.TW,3501.TW
3504,揚明光,sii,上市,光電業,.TW,3504.TW
3508,位速,otc,上櫃,其他電子業,.TWO,3508.TWO
3511,矽瑪,otc,上櫃,電子零組件業,.TWO,3511.TWO
3512,皇龍,otc,上櫃,建材營造,.TWO,3512.TWO
3514,昱晶,sii,上市,電子工業,.TW,3514.TW
3515,華擎,sii,上市,電腦及週邊設備業,.TW,3515.TW
3516,亞帝歐,otc,上櫃,光電業,.TWO,3516.TWO
3518,柏騰,sii,上市,其他電子業,.TW,3518.TW
3519,綠能,sii,上市,電子工業,.TW,3519.TW
3520,華盈,otc,上櫃,電子零組件業,.TWO,3520.TWO
3521,鴻翊,otc,上櫃,電腦及週邊設備業,.TWO,3521.TWO
3522,御頂,otc,上櫃,觀光餐旅,.TWO,3522.TWO
3523,迎輝,otc,上櫃,光電業,.TWO,3523.TWO
3526,凡甲,otc,上櫃,電子零組件業,.TWO,3526.TWO
3527,聚積,otc,上櫃,半導體業,.TWO,3527.TWO
3528,安馳,sii,上市,電子通路業,.TW,3528.TW
3529,力旺,otc,上櫃,半導體業,.TWO,3529.TWO
3530,晶相光,sii,上市,半導體業,.TW,3530.TW
3531,先益,otc,上櫃,光電業,.TWO,3531.TWO
3532,台勝科,sii,上市,半導體業,.TW,3532.TW
3533,嘉澤,sii,上市,電子零組件業,.TW,3533.TW
3534,雷凌,sii,上市,電子工業,.TW,3534.TW
3535,晶彩科,sii,上市,光電業,.TW,3535.TW
3536,誠創,sii,上市,其他,.TW,3536.TW
3537,堡達,otc,上櫃,電子零組件業,.TWO,3537.TWO
3540,曜越,otc,上櫃,電腦及週邊設備業,.TWO,3540.TWO
3541,西柏,otc,上櫃,其他電子業,.TWO,3541.TWO
3543,州巧,sii,上市,光電業,.TW,3543.TW
3545,敦泰,sii,上市,半導體業,.TW,3545.TW
3546,宇峻,otc,上櫃,文化創意業,.TWO,3546.TWO
3548,兆利,otc,上櫃,電子零組件業,.TWO,3548.TWO
3550,聯穎,sii,上市,電子零組件業,.TW,3550.TW
3551,世禾,otc,上櫃,綠能環保,.TWO,3551.TWO
3552,同致,otc,上櫃,其他電子業,.TWO,3552.TWO
3553,力積,otc,上櫃,電子工業,.TWO,3553.TWO
3555,博士旺,otc,上櫃,半導體業,.TWO,3555.TWO
3556,禾瑞亞,otc,上櫃,半導體業,.TWO,3556.TWO
3557,嘉威,sii,上市,居家生活,.TW,3557.TW
3558,神準,otc,上櫃,通信網路業,.TWO,3558.TWO
3559,全智科,sii,上市,電子工業,.TW,3559.TW
3561,昇陽光電,sii,上市,電子工業,.TW,3561.TW
3562,頂晶科,otc,上櫃,電子工業,.TWO,3562.TWO
3563,牧德,sii,上市,光電業,.TW,3563.TW
3564,其陽,otc,上櫃,通信網路業,.TWO,3564.TWO
3567,逸昌,otc,上櫃,半導體業,.TWO,3567.TWO
3570,大塚,otc,上櫃,資訊服務業,.TWO,3570.TWO
3573,穎台,sii,上市,電子工業,.TW,3573.TW
3576,聯合再生,sii,上市,光電業,.TW,3576.TW
3577,泓格,otc,上櫃,電腦及週邊設備業,.TWO,3577.TWO
3579,尚志,sii,上市,電子工業,.TW,3579.TW
3580,友威科,otc,上櫃,其他電子業,.TWO,3580.TWO
3581,博磊,otc,上櫃,半導體業,.TWO,3581.TWO
3582,凌耀,otc,上櫃,電子工業,.TWO,3582.TWO
3583,辛耘,sii,上市,半導體業,.TW,3583.TW
3584,介面,sii,上市,電子工業,.TW,3584.TW
3587,閎康,otc,上櫃,其他電子業,.TWO,3587.TWO
3588,通嘉,sii,上市,半導體業,.TW,3588.TW
3591,艾笛森,sii,上市,光電業,.TW,3591.TW
3592,瑞鼎,sii,上市,半導體業,.TW,3592.TW
3593,力銘,sii,上市,電子零組件業,.TW,3593.TW
3594,磐儀,otc,上櫃,電腦及週邊設備業,.TWO,3594.TWO
3596,智易,sii,上市,通信網路業,.TW,3596.TW
3597,映興,otc,上櫃,電子零組件業,.TWO,3597.TWO
3598,奕力,sii,上市,電子工業,.TW,3598.TW
3599,旺能,sii,上市,電子工業,.TW,3599.TW
3605,宏致,sii,上市,電子零組件業,.TW,3605.TW
3607,谷崧,sii,上市,電子零組件業,.TW,3607.TW
3609,三一東林,otc,上櫃,電子零組件業,.TWO,3609.TWO
3611,鼎翰,otc,上櫃,電腦及週邊設備業,.TWO,3611.TWO
3614,誠致,sii,上市,電子工業,.TW,3614.TW
3615,安可,otc,上櫃,光電業,.TWO,3615.TWO
3617,碩天,sii,上市,其他電子業,.TW,3617.TW
3622,洋華,sii,上市,光電業,.TW,3622.TW
3623,富晶通,otc,上櫃,光電業,.TWO,3623.TWO
3624,光頡,otc,上櫃,電子零組件業,.TWO,3624.TWO
3625,西勝,otc,上櫃,電腦及週邊設備業,.TWO,3625.TWO
3628,盈正,otc,上櫃,其他電子業,.TWO,3628.TWO
3629,地心引力,otc,上櫃,文化創意業,.TWO,3629.TWO
3630,新鉅科,otc,上櫃,光電業,.TWO,3630.TWO
3631,晟楠,otc,上櫃,電子零組件業,.TWO,3631.TWO
3632,研勤,otc,上櫃,通信網路業,.TWO,3632.TWO
3638,F-IML,sii,上市,電子工業,.TW,3638.TW
3642,駿熠電,otc,上櫃,其他,.TWO,3642.TWO
3645,達邁,sii,上市,電子零組件業,.TW,3645.TW
3646,艾恩特,otc,上櫃,電子零組件業,.TWO,3646.TWO
3652,精聯,sii,上市,電腦及週邊設備業,.TW,3652.TW
3653,健策,sii,上市,電子零組件業,.TW,3653.TW
3658,漢微科,otc,上櫃,電子工業,.TWO,3658.TWO
3661,世芯-KY,sii,上市,半導體業,.TW,3661.TW
3662,樂陞,otc,上櫃,電子工業,.TWO,3662.TWO
3663,鑫科,otc,上櫃,其他電子業,.TWO,3663.TWO
3664,安瑞-KY,otc,上櫃,通信網路業,.TWO,3664.TWO
3665,貿聯-KY,sii,上市,其他電子業,.TW,3665.TW
3666,光耀,otc,上櫃,光電業,.TWO,3666.TWO
3669,圓展,sii,上市,通信網路業,.TW,3669.TW
3672,康聯訊,otc,上櫃,通信網路業,.TWO,3672.TWO
3673,TPK-KY,sii,上市,光電業,.TW,3673.TW
3675,德微,otc,上櫃,半導體業,.TWO,3675.TWO
3679,新至陞,sii,上市,電子零組件業,.TW,3679.TW
3680,家登,otc,上櫃,半導體業,.TWO,3680.TWO
3682,亞太電,sii,上市,電子工業,.TW,3682.TW
3684,榮昌,otc,上櫃,通信網路業,.TWO,3684.TWO
3685,元創精密,otc,上櫃,電機機械,.TWO,3685.TWO
3686,達能,sii,上市,半導體業,.TW,3686.TW
3687,歐買尬,otc,上櫃,數位雲端,.TWO,3687.TWO
3689,湧德,otc,上櫃,電子零組件業,.TWO,3689.TWO
3691,碩禾,otc,上櫃,光電業,.TWO,3691.TWO
3693,營邦,otc,上櫃,電腦及週邊設備業,.TWO,3693.TWO
3694,海華,sii,上市,通信網路業,.TW,3694.TW
3697,F-晨星,sii,上市,電子工業,.TW,3697.TW
3698,隆達,sii,上市,電子工業,.TW,3698.TW
3701,大眾控,sii,上市,電腦及週邊設備業,.TW,3701.TW
3702,大聯大,sii,上市,電子通路業,.TW,3702.TW
3702A,大聯大甲特,other_securities,其他,其他證券,-,-
3703,欣陸,sii,上市,建材營造,.TW,3703.TW
3704,合勤控,sii,上市,通信網路業,.TW,3704.TW
3705,永信,sii,上市,生技醫療業,.TW,3705.TW
3706,神達,sii,上市,電腦及週邊設備業,.TW,3706.TW
3707,漢磊,otc,上櫃,半導體業,.TWO,3707.TWO
3708,上緯投控,sii,上市,綠能環保,.TW,3708.TW
3709,鑫聯大投控,otc,上櫃,電腦及週邊設備業,.TWO,3709.TWO
3710,連展投控,otc,上櫃,電子零組件業,.TWO,3710.TWO
3711,日月光投控,sii,上市,半導體業,.TW,3711.TW
3712,永崴投控,sii,上市,電腦及週邊設備業,.TW,3712.TW
3713,新晶投控,otc,上櫃,綠能環保,.TWO,3713.TWO
3714,富采,sii,上市,光電業,.TW,3714.TW
3715,定穎投控,sii,上市,電子零組件業,.TW,3715.TW
3716,中化控股,sii,上市,生技醫療業,.TW,3716.TW
4102,永日,otc,上櫃,生技醫療業,.TWO,4102.TWO
4103,百略,otc,上櫃,化學生技醫療,.TWO,4103.TWO
4104,佳醫,sii,上市,生技醫療業,.TW,4104.TW
4105,東洋,otc,上櫃,生技醫療業,.TWO,4105.TWO
4106,雃博,sii,上市,生技醫療業,.TW,4106.TW
4107,邦特,otc,上櫃,生技醫療業,.TWO,4107.TWO
4108,懷特,sii,上市,生技醫療業,.TW,4108.TW
4109,加捷生醫,otc,上櫃,生技醫療業,.TWO,4109.TWO
4111,濟生,otc,上櫃,生技醫療業,.TWO,4111.TWO
4113,聯上,otc,上櫃,建材營造,.TWO,4113.TWO
4114,健喬,otc,上櫃,生技醫療業,.TWO,4114.TWO
4116,明基醫,otc,上櫃,生技醫療業,.TWO,4116.TWO
4119,旭富,sii,上市,生技醫療業,.TW,4119.TW
4120,友華,otc,上櫃,生技醫療業,.TWO,4120.TWO
4121,優盛,otc,上櫃,生技醫療業,.TWO,4121.TWO
4123,晟德,otc,上櫃,生技醫療業,.TWO,4123.TWO
4126,太醫,otc,上櫃,生技醫療業,.TWO,4126.TWO
4127,天良,otc,上櫃,生技醫療業,.TWO,4127.TWO
4128,中天,otc,上櫃,生技醫療業,.TWO,4128.TWO
4129,聯合,otc,上櫃,生技醫療業,.TWO,4129.TWO
4129A,聯合甲特,other_securities,其他,其他證券,-,-
4130,健亞,otc,上櫃,生技醫療業,.TWO,4130.TWO
4131,浩泰,otc,上櫃,生技醫療業,.TWO,4131.TWO
4133,亞諾法,sii,上市,生技醫療業,.TW,4133.TW
4137,麗豐-KY,sii,上市,生技醫療業,.TW,4137.TW
4138,曜亞,otc,上櫃,生技醫療業,.TWO,4138.TWO
4139,馬光-KY,otc,上櫃,生技醫療業,.TWO,4139.TWO
4141,龍燈-KY,sii,上市,化學生技醫療,.TW,4141.TW
4142,國光生,sii,上市,生技醫療業,.TW,4142.TW
4144,康聯-KY,sii,上市,化學生技醫療,.TW,4144.TW
4147,中裕,otc,上櫃,生技醫療業,.TWO,4147.TWO
4148,全宇生技-KY,sii,上市,生技醫療業,.TW,4148.TW
4152,台微體,otc,上櫃,化學生技醫療,.TWO,4152.TWO
4153,鈺緯,otc,上櫃,生技醫療業,.TWO,4153.TWO
4154,樂威科-KY,otc,上櫃,其他,.TWO,4154.TWO
4155,訊映,sii,上市,生技醫療業,.TW,4155.TW
4157,太景*-KY,otc,上櫃,生技醫療業,.TWO,4157.TWO
4160,訊聯基因,otc,上櫃,生技醫療業,.TWO,4160.TWO
4161,聿新科,otc,上櫃,生技醫療業,.TWO,4161.TWO
4162,智擎,otc,上櫃,生技醫療業,.TWO,4162.TWO
4163,鐿鈦,otc,上櫃,生技醫療業,.TWO,4163.TWO
4164,承業醫,sii,上市,生技醫療業,.TW,4164.TW
4167,松瑞藥,otc,上櫃,生技醫療業,.TWO,4167.TWO
4168,醣聯,otc,上櫃,生技醫療業,.TWO,4168.TWO
4171,瑞基,otc,上櫃,農業科技,.TWO,4171.TWO
4173,久裕,otc,上櫃,生技醫療業,.TWO,4173.TWO
4174,浩鼎,otc,上櫃,生技醫療業,.TWO,4174.TWO
4175,杏一,otc,上櫃,生技醫療業,.TWO,4175.TWO
4180,安成藥,otc,上櫃,化學生技醫療,.TWO,4180.TWO
4183,福永生技,otc,上櫃,生技醫療業,.TWO,4183.TWO
4188,安克,otc,上櫃,生技醫療業,.TWO,4188.TWO
4190,佐登-KY,sii,上市,生技醫療業,.TW,4190.TW
4192,杏國,otc,上櫃,生技醫療業,.TWO,4192.TWO
4198,欣大健康,otc,上櫃,生技醫療業,.TWO,4198.TWO
4205,中華食,otc,上櫃,食品工業,.TWO,4205.TWO
4207,環泰,otc,上櫃,食品工業,.TWO,4207.TWO
4303,信立,otc,上櫃,塑膠工業,.TWO,4303.TWO
4304,勝昱,otc,上櫃,塑膠工業,.TWO,4304.TWO
4305,世坤,otc,上櫃,塑膠工業,.TWO,4305.TWO
4306,炎洲,sii,上市,塑膠工業,.TW,4306.TW
4401,東隆興,otc,上櫃,紡織纖維,.TWO,4401.TWO
4402,福大,otc,上櫃,紡織纖維,.TWO,4402.TWO
4406,新昕纖,otc,上櫃,紡織纖維,.TWO,4406.TWO
4408,聯明,otc,上櫃,紡織纖維,.TWO,4408.TWO
4413,飛寶企業,otc,上櫃,紡織纖維,.TWO,4413.TWO
4414,如興,sii,上市,紡織纖維,.TW,4414.TW
4415,台原藥,otc,上櫃,化學生技醫療,.TWO,4415.TWO
4416,三圓,otc,上櫃,建材營造,.TWO,4416.TWO
4417,金洲,otc,上櫃,紡織纖維,.TWO,4417.TWO
4419,皇家美食,otc,上櫃,觀光餐旅,.TWO,4419.TWO
4420,光明,otc,上櫃,紡織纖維,.TWO,4420.TWO
4426,利勤,sii,上市,紡織纖維,.TW,4426.TW
4429,聚紡,otc,上櫃,紡織纖維,.TWO,4429.TWO
4430,耀億,otc,上櫃,其他,.TWO,4430.TWO
4432,銘旺實,otc,上櫃,紡織纖維,.TWO,4432.TWO
4433,興采,otc,上櫃,紡織纖維,.TWO,4433.TWO
4438,廣越,sii,上市,紡織纖維,.TW,4438.TW
4439,冠星-KY,sii,上市,紡織纖維,.TW,4439.TW
4440,宜新實業,sii,上市,紡織纖維,.TW,4440.TW
4442,竣邦-KY,otc,上櫃,紡織纖維,.TWO,4442.TWO
4502,健信,otc,上櫃,電機機械,.TWO,4502.TWO
4503,金雨,otc,上櫃,電機機械,.TWO,4503.TWO
4506,崇友,otc,上櫃,電機機械,.TWO,4506.TWO
4510,高鋒,otc,上櫃,電機機械,.TWO,4510.TWO
4513,福裕,otc,上櫃,電機機械,.TWO,4513.TWO
4523,永彰,otc,上櫃,電機機械,.TWO,4523.TWO
4526,東台,sii,上市,電機機械,.TW,4526.TW
4527,方土霖,otc,上櫃,電機機械,.TWO,4527.TWO
4528,江興鍛,otc,上櫃,電機機械,.TWO,4528.TWO
4529,淳紳,otc,上櫃,其他,.TWO,4529.TWO
4530,宏易,otc,上櫃,觀光餐旅,.TWO,4530.TWO
4532,瑞智,sii,上市,電機機械,.TW,4532.TW
4533,協易機,otc,上櫃,電機機械,.TWO,4533.TWO
4534,慶騰,otc,上櫃,電機機械,.TWO,4534.TWO
4535,至興,otc,上櫃,電機機械,.TWO,4535.TWO
4536,拓凱,sii,上市,運動休閒,.TW,4536.TW
4538,大詠城,otc,上櫃,電機機械,.TWO,4538.TWO
4540,全球傳動,sii,上市,電機機械,.TW,4540.TW
4541,晟田,otc,上櫃,其他,.TWO,4541.TWO
4542,科嶠,otc,上櫃,電子零組件業,.TWO,4542.TWO
4543,萬在,otc,上櫃,電機機械,.TWO,4543.TWO
4545,銘鈺,sii,上市,電子零組件業,.TW,4545.TW
4549,桓達,otc,上櫃,電機機械,.TWO,4549.TWO
4550,長佳,otc,上櫃,電機機械,.TWO,4550.TWO
4551,智伸科,sii,上市,汽車工業,.TW,4551.TW
4552,力達-KY,sii,上市,電機機械,.TW,4552.TW
4554,橙的,otc,上櫃,其他電子業,.TWO,4554.TWO
4555,氣立,sii,上市,電機機械,.TW,4555.TW
4556,旭然,otc,上櫃,其他,.TWO,4556.TWO
4557,永新-KY,sii,上市,汽車工業,.TW,4557.TW
4558,寶緯,otc,上櫃,電機機械,.TWO,4558.TWO
4560,強信-KY,sii,上市,電機機械,.TW,4560.TW
4561,健椿,otc,上櫃,電機機械,.TWO,4561.TWO
4562,穎漢,sii,上市,電機機械,.TW,4562.TW
4563,百德,otc,上櫃,電機機械,.TWO,4563.TWO
4564,元翎,sii,上市,電機機械,.TW,4564.TW
4566,時碩工業,sii,上市,電機機械,.TW,4566.TW
4568,科際精密,otc,上櫃,電機機械,.TWO,4568.TWO
4569,六方科-KY,sii,上市,汽車工業,.TW,4569.TW
4571,鈞興-KY,sii,上市,電機機械,.TW,4571.TW
4572,駐龍,sii,上市,電機機械,.TW,4572.TW
4576,大銀微系統,sii,上市,電機機械,.TW,4576.TW
4577,達航科技,otc,上櫃,其他電子業,.TWO,4577.TWO
4580,捷流閥業,otc,上櫃,電機機械,.TWO,4580.TWO
