symbol,date,close,K,D,DIF,MACD,OSC,RSI,OBV,MA3,MA6,MA12
9950,2026-09-01,10.25,16.8,18.7,-1.071,-1.148,0.077,37.6,113193429.0,10.28,10.45,10.52
9951,2026-09-01,48.75,18.2,24.9,-1.817,-1.762,-0.054,41.9,388251483.0,49.68,49.89,51.31
9955,2026-09-01,23.35,10.7,17.2,-0.879,0.207,-1.086,40.1,-1637195651.0,23.45,25.6,28.57
9958,2026-09-01,91.1,7.5,9.2,-19.298,-13.011,-6.287,37.6,2700609349.0,95.3,99.25,114.44
9960,2026-09-01,30.6,74.2,72.1,2.249,1.292,0.956,65.7,69847408.0,30.45,30.72,25.99
9962,2026-09-01,10.05,24.1,21.8,-1.15,-1.118,-0.032,38.9,300343769.0,10.08,9.89,10.41
1623,2026-09-01,203.0,25.3,32.9,1.895,4.38,-2.485,44.2,-25089973.0,206.33,220.42,221.68
2072,2026-09-01,128.0,7.9,16.6,-28.428,-13.723,-14.705,34.5,9006549.0,139.11,150.9,192.62
2248,2026-09-01,59.2,61.7,60.8,4.466,3.51,0.956,63.7,-403263.0,60.4,56.51,51.42
2646,2026-09-01,20.1,20.2,20.9,-1.281,-0.911,-0.37,31.0,-149030321.0,20.88,20.74,21.85
3135,2026-09-01,159.0,59.3,68.0,36.24,27.101,9.138,62.4,395861619.0,157.75,169.65,126.7
3717,2026-09-01,21.1,47.0,51.4,0.814,0.411,0.403,53.0,77591970.0,21.95,22.48,20.3
4169,2026-09-01,142.5,26.1,44.7,27.224,29.094,-1.87,54.2,20156205.0,153.17,165.8,170.79
4178,2026-09-01,16.65,8.1,15.3,-3.789,-2.937,-0.852,40.5,-57520346.0,17.05,17.88,22.44
4441,2026-09-01,172.5,12.7,18.5,-0.692,10.61,-11.302,44.2,25356642.0,169.48,175.7,204.92
4585,2026-09-01,298.0,14.5,13.5,-35.217,-25.506,-9.712,39.7,-3395575.0,291.33,306.1,326.72
6272,2026-09-01,27.0,13.3,13.9,-1.426,1.762,-3.188,41.9,109438960.0,25.72,28.43,35.54
6614,2026-09-01,35.45,4.2,7.9,-5.741,-4.241,-1.5,26.3,-10929946.0,36.07,37.32,43.1
6722,2026-09-01,32.15,6.3,12.5,-4.066,-2.281,-1.785,41.5,-3312441.0,32.67,34.42,41.02
6831,2026-09-01,541.0,59.0,71.3,141.09,108.577,32.513,60.5,236255438.0,561.33,628.92,448.38
6862,2026-09-01,132.0,27.3,40.2,-7.713,-5.925,-1.788,28.8,16771475.0,132.17,162.87,169.9
6885,2026-09-01,27.6,30.6,20.3,-4.153,-4.426,0.273,47.0,-36363191.0,23.88,22.78,25.38
6887,2026-09-01,38.2,21.4,15.4,-11.786,-10.001,-1.784,17.1,-6545272.0,37.12,35.48,44.35
6909,2026-09-01,41.8,27.7,35.8,1.009,1.223,-0.215,47.2,136360356.0,40.98,48.5,43.89
6918,2026-09-01,73.1,27.5,19.4,0.949,3.398,-2.449,45.3,-2946178.0,73.97,73.53,76.6
6919,2026-09-01,79.3,15.3,22.2,6.413,16.458,-10.045,45.3,713680307.0,92.37,96.9,121.68
6923,2026-09-01,75.7,16.4,20.6,-3.86,-2.781,-1.079,47.0,26087041.0,76.57,76.8,83.88
6931,2026-09-01,40.0,11.8,12.9,-7.367,-5.447,-1.92,34.9,-12451594.0,39.65,40.84,49.3
6934,2026-09-01,73.1,13.8,22.5,0.745,2.906,-2.161,47.5,12415779.0,73.47,73.83,85.9
6936,2026-09-01,31.6,13.9,13.1,-0.46,-0.109,-0.351,43.9,-9102380.0,31.92,32.12,32.98
6944,2026-09-01,694.0,70.2,76.1,129.574,113.614,15.96,77.6,194653854.0,710.67,709.87,608.48
6947,2026-09-01,67.7,21.2,38.4,0.178,1.568,-1.39,36.1,49508159.0,69.07,76.22,77.59
6962,2026-09-01,30.75,25.3,26.2,-4.708,-3.965,-0.743,33.6,-128145336.0,31.08,33.41,35.59
6965,2026-09-01,68.6,23.6,28.8,-11.72,-11.211,-0.509,14.0,-7593996.0,73.9,75.51,77.71
6994,2026-09-01,28.0,3.4,6.8,-16.267,-8.592,-7.675,29.2,-122412140.0,33.33,46.14,67.03
7689,2026-09-01,154.5,22.9,40.1,3.692,6.072,-2.38,45.8,-3252132.0,168.33,202.98,191.24
7705,2026-09-01,29.85,10.4,8.0,-10.064,-10.255,0.191,14.5,-22906041.0,30.12,30.2,33.68
7711,2026-09-01,478.0,65.0,59.4,44.428,20.031,24.397,65.0,9402842.0,435.17,402.17,328.35
7721,2026-09-01,58.9,36.3,38.9,0.363,0.821,-0.458,52.1,-11592017.0,59.47,66.27,60.54
7722,2026-09-01,265.5,10.8,11.2,-96.606,-76.622,-19.984,30.6,-23874905.0,273.5,274.06,365.4
7732,2026-09-01,34.15,25.4,31.1,-1.253,-0.996,-0.257,58.5,1057833.0,34.85,35.52,35.86
7736,2026-09-01,68.4,5.5,8.8,-7.443,-5.186,-2.256,40.8,-17643890.0,69.43,71.83,78.43
7749,2026-09-01,339.0,20.8,22.1,-70.645,-59.697,-10.948,17.6,-13846479.0,340.33,389.22,403.85
7750,2026-09-01,1960.0,61.7,69.3,439.329,339.73,99.599,65.6,12415776.0,2088.33,2206.67,1599.72
7760,2026-09-01,33.0,34.0,31.0,-4.304,-4.3,-0.004,15.1,-10215500.0,33.33,32.81,34.74
7765,2026-09-01,240.0,27.7,22.1,-21.952,-18.421,-3.532,50.2,1240510.0,229.67,227.7,241.83
7768,2026-09-01,255.5,40.8,54.2,44.694,45.021,-0.327,57.7,17718133.0,266.33,320.67,291.02
7769,2026-09-01,6305.0,67.2,75.3,1342.284,1014.192,328.092,64.0,164484058.0,6115.0,6295.49,4879.88
7780,2026-09-01,16.1,1.6,4.7,0.33,0.962,-0.632,49.8,-313857090.0,16.47,16.94,18.3
7786,2026-09-01,114.0,12.2,13.8,-13.673,-4.656,-9.016,59.2,9660535.0,119.17,120.31,138.01
7788,2026-09-01,282.0,69.4,64.9,23.909,7.3,16.608,58.7,74452769.0,262.5,232.78,188.92
7791,2026-09-01,55.1,7.2,11.9,-4.874,-3.393,-1.482,3.8,-12803000.0,57.17,59.78,63.86
7795,2026-09-01,491.0,65.2,70.0,83.989,62.267,21.722,61.5,31350384.0,449.83,452.67,379.88
7799,2026-09-01,418.0,24.9,19.1,-81.744,-66.732,-15.012,39.9,-32171913.0,378.0,372.17,439.33
7818,2026-09-01,60.2,7.7,13.2,-19.008,-15.004,-4.004,10.0,-10911568.0,60.94,68.79,85.96
7821,2026-09-01,38.7,7.9,20.4,-2.865,-1.15,-1.715,17.5,-25149706.0,39.25,41.92,49.45
7822,2026-09-01,810.0,29.1,45.8,174.209,191.391,-17.182,55.2,44374791.0,829.62,985.97,993.79
8045,2026-09-01,47.85,7.8,11.2,-8.577,-3.538,-5.039,39.2,20276351.0,51.88,58.58,68.02
2237,2026-09-01,26.8,31.9,53.6,0.805,0.656,0.149,45.0,30386730.0,29.07,33.12,31.65
4195,2026-09-01,13.45,9.4,23.4,-1.059,0.303,-1.362,36.3,64828235.0,14.37,17.42,21.38
4582,2026-09-01,22.35,31.2,43.7,0.043,-0.26,0.303,46.4,48079714.0,24.11,26.31,25.09
4590,2026-09-01,88.3,46.7,33.4,-1.791,-1.949,0.158,57.1,11268286.0,85.77,79.49,81.13
6908,2026-09-01,30.85,6.6,15.4,-9.273,-7.054,-2.219,27.4,-929413.0,31.65,34.67,45.87
6921,2026-09-01,61.0,22.4,31.2,-0.182,1.016,-1.198,70.9,2118128.0,61.6,70.13,70.96
6924,2026-09-01,128.0,55.6,57.6,12.103,5.539,6.565,63.0,3026169.0,112.57,117.34,88.82
6955,2026-09-01,97.7,23.1,30.2,3.412,9.714,-6.302,44.4,2655196.0,99.3,108.1,120.41
6988,2026-09-01,12.0,10.9,17.5,-2.612,-2.214,-0.399,34.5,-2993602.0,11.87,13.08,14.43
7610,2026-09-01,1780.0,67.4,73.7,383.141,214.587,168.554,76.5,173317855.0,1495.0,1350.83,761.26
7631,2026-09-01,134.0,47.1,49.3,9.211,7.626,1.585,50.6,6299045.0,137.67,136.76,129.44
7730,2026-09-01,168.0,58.8,59.7,18.612,11.445,7.167,56.2,-1542714.0,161.33,169.6,137.11
7740,2026-09-01,124.0,18.2,24.8,-1.741,4.845,-6.586,62.6,-25723276.0,131.5,142.41,146.26
7823,2026-09-01,81.8,9.9,14.9,-2.157,-1.225,-0.932,14.1,1760134.0,81.57,84.32,84.73
7827,2026-09-01,152.0,70.4,72.5,19.687,14.027,5.66,48.6,5259304.0,149.67,150.58,128.27
0050,2026-09-01,106.9,89.7,90.2,17.244,13.389,3.855,79.7,30865645318.0,105.33,102.98,85.96
0051,2026-09-01,141.0,85.8,88.7,19.223,14.809,4.414,72.1,64973167.0,139.9,139.41,119.37
0052,2026-09-01,61.9,53.5,33.5,-26.531,-20.112,-6.419,38.5,3546782299.0,61.15,60.16,68.28
0053,2026-09-01,237.35,87.3,89.3,40.095,31.439,8.656,75.8,31635443.0,235.05,233.63,193.17
0055,2026-09-01,49.76,94.5,91.4,5.284,3.548,1.736,87.4,742198654.0,46.8,41.79,36.67
0056,2026-09-01,55.0,92.7,90.3,6.276,4.31,1.966,79.7,8061849177.0,53.03,49.92,42.59
0057,2026-09-01,318.35,90.8,91.3,50.332,38.856,11.475,79.6,52012516.0,313.68,306.93,256.28
0061,2026-09-01,23.91,62.6,75.8,1.523,1.376,0.147,59.5,7194373584.0,24.35,24.72,23.85
1294,2026-09-01,50.7,12.9,26.2,-2.049,-0.508,-1.541,41.3,18089950.0,53.27,57.98,59.71
1295,2026-09-01,44.85,2.7,6.9,-8.454,-2.705,-5.749,37.7,-10421050.0,45.62,48.31,65.06
1780,2026-09-01,24.8,39.4,54.9,2.817,2.637,0.179,60.3,59538582.0,24.35,26.74,24.39
3158,2026-09-01,86.1,20.5,14.7,-2.915,0.522,-3.437,44.4,2926259.0,83.83,85.0,88.4
3467,2026-09-01,70.8,51.8,43.7,1.444,-0.26,1.704,55.1,16358333.0,54.98,60.19,50.77
3485,2026-09-01,187.0,48.3,63.0,47.168,41.748,5.42,56.7,35711299.0,198.83,252.0,194.08
4166,2026-09-01,23.8,28.4,29.5,-0.783,-0.126,-0.658,43.4,45455088.0,24.43,24.92,25.32
4749,2026-09-01,705.0,28.0,44.6,72.311,99.895,-27.584,48.8,289477236.0,732.0,854.68,853.29
4772,2026-09-01,238.5,23.3,32.5,22.016,34.141,-12.125,48.4,294858669.0,237.67,263.86,288.13
5547,2026-09-01,19.9,29.6,31.4,0.966,1.271,-0.304,55.4,-2124170.0,19.98,19.51,20.16
6028,2026-09-01,94.2,30.4,23.9,0.995,4.897,-3.901,51.8,-444229.0,89.67,84.47,93.65
6474,2026-09-01,35.2,43.4,38.0,1.503,1.777,-0.274,55.0,5034092.0,35.47,35.27,34.99
6498,2026-09-01,64.2,14.5,20.9,-0.752,4.038,-4.791,41.7,44926669.0,69.23,80.73,82.86
6620,2026-09-01,122.0,52.0,36.4,-0.33,-3.496,3.166,59.7,-10870908.0,100.93,90.02,90.98
6720,2026-09-01,129.5,36.1,45.4,5.676,10.192,-4.517,47.9,34804494.0,132.33,140.58,141.97
6725,2026-09-01,207.0,23.1,38.7,29.101,38.319,-9.218,48.6,33408590.0,223.08,279.49,265.18
6730,2026-09-01,31.9,12.2,18.1,-0.885,0.03,-0.915,41.4,-725912.0,33.12,34.49,36.23
6872,2026-09-01,22.9,29.3,19.2,-2.31,-2.29,-0.02,50.3,3941535.0,17.5,17.65,18.74
6884,2026-09-01,30.65,8.2,5.8,-5.499,-3.913,-1.585,29.4,-1262683.0,30.43,31.44,35.79
6907,2026-09-01,176.5,65.6,62.9,32.691,19.061,13.63,98.3,222749318.0,175.17,151.55,126.92
6910,2026-09-01,24.9,5.5,9.4,-3.18,-2.04,-1.14,34.2,-1681084.0,24.63,26.52,30.58
6913,2026-09-01,124.5,53.3,50.7,8.858,8.709,0.149,51.8,88539690.0,137.0,133.08,126.09
6925,2026-09-01,60.7,12.0,10.6,-4.086,2.01,-6.096,44.6,-15375523.0,53.8,56.81,71.37
6945,2026-09-01,109.5,18.6,31.7,12.618,18.806,-6.188,48.9,25442449.0,98.33,115.0,138.46
6961,2026-09-01,48.55,11.8,18.8,-7.745,-6.93,-0.815,25.9,-3902475.0,50.45,52.38,57.2
6967,2026-09-01,65.4,42.8,52.3,3.823,2.637,1.186,42.4,4253482.0,68.87,71.17,66.6
6971,2026-09-01,24.55,5.6,6.6,-6.34,-5.827,-0.513,23.1,-3153273.0,25.48,26.78,28.81
6982,2026-09-01,43.85,13.7,21.1,-2.303,-0.234,-2.069,37.1,16709448.0,46.48,49.98,54.34
6983,2026-09-01,349.5,54.4,59.9,68.593,54.55,14.042,65.2,5553158.0,333.0,370.5,283.51
6986,2026-09-01,40.25,12.6,21.3,-6.154,-3.685,-2.469,30.2,-5306612.0,42.48,49.87,53.9
6996,2026-09-01,169.5,57.4,62.6,-8.773,-14.401,5.628,51.6,-5727594.0,173.33,180.0,165.15
6997,2026-09-01,66.7,15.3,13.1,-12.943,-11.367,-1.576,38.5,-2441080.0,66.36,68.19,77.03
7547,2026-09-01,50.9,15.0,16.1,-2.058,1.865,-3.923,45.0,8266309.0,48.63,54.43,59.3
7642,2026-09-01,71.3,36.2,28.3,-4.175,-2.351,-1.824,39.8,6906427.0,75.17,70.4,74.8
7703,2026-09-01,199.0,34.2,33.8,10.511,13.494,-2.983,53.7,-21107102.0,180.0,190.2,198.22
7704,2026-09-01,61.4,57.7,50.7,-3.566,-5.932,2.366,47.9,4398992.0,59.43,60.36,52.25
7708,2026-09-01,91.5,56.6,45.0,-1.336,-2.239,0.903,37.3,-1748689.0,91.1,89.27,89.53
7709,2026-09-01,80.2,44.6,52.1,8.405,5.469,2.936,60.8,-4064004.0,72.73,80.44,66.27
7712,2026-09-01,150.0,52.0,47.0,-1.1,-5.986,4.887,49.7,9160302.0,141.88,148.58,121.72
7713,2026-09-01,73.5,67.9,57.4,2.78,2.156,0.624,67.3,-300154.0,72.33,70.55,69.39
7714,2026-09-01,178.0,50.7,46.2,12.776,8.263,4.514,61.5,13998642.0,160.95,145.34,143.07
7715,2026-09-01,27.4,20.2,22.2,-3.561,-3.521,-0.04,42.8,8963445.0,29.45,29.62,29.49
7716,2026-09-01,23.3,32.4,28.9,-1.066,-0.817,-0.249,48.8,-965600.0,23.83,23.83,24.04
7717,2026-09-01,479.5,37.1,49.8,67.772,70.586,-2.815,76.9,31312074.0,421.17,512.74,519.49
7718,2026-09-01,46.0,45.4,44.4,0.401,0.157,0.244,42.7,-2172410.0,46.72,46.37,44.71
7723,2026-09-01,18.75,4.0,4.7,-20.315,-21.716,1.402,11.2,-37580026.0,18.9,22.06,28.32
7728,2026-09-01,635.0,46.2,55.1,104.159,95.952,8.208,65.2,15534134.0,601.87,650.53,602.97
7734,2026-09-01,2555.0,57.8,65.7,524.173,374.376,149.797,63.9,37834249.0,2916.67,3133.68,2223.23
7738,2026-09-01,161.0,18.4,20.1,-2.543,0.279,-2.821,30.4,-4974579.0,158.8,161.82,169.07
7743,2026-09-01,22.8,45.6,26.2,-7.037,-7.625,0.588,20.8,-7264315.0,21.08,20.1,20.74
7744,2026-09-01,484.0,61.7,64.0,83.133,71.817,11.317,64.6,10627617.0,462.5,471.76,415.06
7747,2026-09-01,113.5,57.4,50.2,-2.114,-2.597,0.483,42.0,-9901148.0,114.33,114.82,111.15
7751,2026-09-01,1360.0,45.2,56.7,311.883,259.014,52.869,59.6,51929546.0,1401.67,1626.67,1240.91
7753,2026-09-01,35.6,8.5,14.0,-5.085,-4.71,-0.376,22.7,-11079215.0,36.42,38.97,40.16
7757,2026-09-01,87.0,3.6,5.7,-19.791,-18.736,-1.055,12.9,-8381367.0,88.2,92.69,100.28
7767,2026-09-01,46.15,38.6,27.6,-3.713,-3.724,0.011,16.5,-4194618.0,45.75,43.11,45.6
7770,2026-09-01,37.0,6.8,8.1,-14.446,-12.208,-2.238,10.7,-6891670.0,37.78,40.34,49.86
7772,2026-09-01,130.0,20.6,25.7,4.776,2.267,2.509,34.7,10410329.0,100.87,138.18,107.64
7777,2026-09-01,35.35,61.7,64.9,4.798,3.597,1.201,47.6,270279902.0,37.62,36.99,33.49
7782,2026-09-01,25.65,28.0,21.6,-3.62,-3.279,-0.342,23.7,-4265231.0,25.92,26.13,26.59
7792,2026-09-01,311.5,48.3,50.1,31.555,28.606,2.948,56.0,14685099.0,268.0,279.98,272.97
7805,2026-09-01,497.0,40.0,44.5,5.188,12.481,-7.293,49.4,3969195.0,492.01,524.02,527.77
7810,2026-09-01,210.5,37.4,46.0,32.138,30.635,1.503,55.2,6064982.0,204.5,208.73,208.37
7811,2026-09-01,72.0,5.8,10.4,-12.788,-7.759,-5.029,66.8,-3991184.0,71.83,73.44,92.92
7814,2026-09-01,28.3,20.1,38.5,0.333,1.65,-1.317,66.0,-1345909.0,29.5,34.82,37.68
7819,2026-09-01,34.15,1.4,2.6,-57.148,-53.646,-3.502,2.5,-22285916.0,34.13,42.83,68.83
7820,2026-09-01,107.0,14.6,20.7,6.786,15.728,-8.942,47.9,-4872614.0,109.67,116.78,144.47
7828,2026-09-01,1845.0,66.8,70.6,381.038,262.822,118.216,77.7,37241491.0,1650.0,1599.61,1175.5
7839,2026-09-01,43.8,18.4,21.1,-3.092,-0.934,-2.158,59.6,-1073201.0,44.62,49.38,55.15
7842,2026-09-01,97.6,16.0,14.0,-28.517,-21.017,-7.5,43.8,-2657977.0,92.37,106.48,131.64
8102,2026-09-01,60.5,51.5,47.6,-1.98,-0.843,-1.137,48.2,2284536.0,66.53,67.35,65.36
8272,2026-09-01,65.4,16.2,16.5,-4.504,-2.76,-1.745,42.0,4822696.0,64.3,65.73,71.32
6597,2026-09-01,72.5,59.6,47.3,0.181,0.934,-0.753,52.2,3589112.0,69.77,68.14,63.81
