symbol,date,close,K,D,DIF,MACD,OSC,RSI,OBV,MA3,MA6,MA12
2020,2026-09-01,21.35,28.4,32.9,-0.166,0.12,-0.286,46.5,1154483483285.0,21.42,21.51,21.91
2022,2026-09-01,7.28,13.4,24.0,-0.766,-0.808,0.042,36.9,15247526248.0,7.48,7.67,8.14
2023,2026-09-01,13.85,20.5,21.8,-0.426,-0.318,-0.107,43.2,203696600759.0,13.88,13.8,14.32
2024,2026-09-01,13.05,7.3,11.8,-1.506,-1.19,-0.316,29.6,120248807586.0,13.33,13.67,14.95
2025,2026-09-01,12.3,47.6,46.8,-0.041,0.048,-0.089,49.9,-30396782285.0,12.42,12.31,11.64
2027,2026-09-01,45.75,67.1,60.4,2.68,1.69,0.991,61.6,36962052646.0,45.92,42.15,38.92
2028,2026-09-01,15.65,16.1,23.7,-1.663,-1.604,-0.059,38.7,6356051889.0,15.6,16.07,16.85
2029,2026-09-01,20.85,52.6,42.9,-0.56,-0.605,0.045,46.7,71251884984.0,21.17,20.5,20.55
2030,2026-09-01,23.2,76.3,65.7,1.047,0.072,0.976,69.6,67005470483.0,20.9,18.97,16.97
2031,2026-09-01,43.55,62.4,52.7,-0.472,-1.206,0.733,56.1,69473408046.0,42.15,39.92,38.37
2032,2026-09-01,16.65,54.4,54.6,0.27,0.027,0.243,52.4,31116099713.0,16.48,16.63,15.98
2033,2026-09-01,26.65,53.6,34.4,0.94,0.065,0.875,67.7,115818864858.0,22.65,19.17,17.59
2034,2026-09-01,20.3,41.6,39.1,-0.473,-0.618,0.145,50.0,1156874606065.0,19.75,19.63,19.68
2035,2026-09-01,26.9,22.3,26.6,-1.353,-1.202,-0.151,35.5,191272363.0,26.7,27.3,28.04
2038,2026-09-01,11.95,11.9,19.2,-1.381,-1.207,-0.174,38.6,4054346791.0,12.37,13.03,14.03
2049,2026-09-01,323.5,61.4,60.8,26.962,15.485,11.477,57.6,2424915136.0,326.0,333.09,275.82
2059,2026-09-01,11990.0,81.0,79.2,2261.082,1295.576,965.506,78.2,364717042.0,11330.8,8378.33,5969.14
2061,2026-09-01,47.2,57.7,62.5,7.76,3.96,3.801,65.1,77161188.0,51.43,45.66,32.03
2062,2026-09-01,18.15,17.9,20.5,-1.594,-1.234,-0.36,37.6,747926108.0,18.04,18.28,19.29
2063,2026-09-01,23.65,9.6,15.8,-3.332,-3.317,-0.015,31.6,33369614.0,23.8,24.43,25.3
2064,2026-09-01,12.15,26.7,32.6,-0.765,-0.812,0.047,42.0,8429716.0,12.03,12.52,12.32
2065,2026-09-01,35.05,66.1,55.2,-2.792,-3.641,0.849,47.7,55532012.0,34.33,33.51,31.23
2066,2026-09-01,50.7,38.7,37.0,-7.136,-7.193,0.057,41.4,70748213.0,53.74,54.44,52.79
2067,2026-09-01,4.88,9.4,17.3,-1.354,-1.026,-0.328,28.3,49140661.0,5.53,6.15,7.98
2069,2026-09-01,23.9,76.4,70.4,1.326,0.597,0.728,71.1,350550694.0,21.08,19.63,18.37
2070,2026-09-01,60.1,54.2,49.8,3.92,2.261,1.659,54.1,352463352.0,58.62,62.12,50.68
2073,2026-09-01,25.7,35.1,38.4,-0.424,-0.451,0.027,41.9,-8820925.0,26.72,26.52,26.48
2101,2026-09-01,30.15,21.4,23.9,-2.343,-1.873,-0.47,38.2,2254061554135.0,31.35,31.2,33.08
2102,2026-09-01,17.9,20.3,27.8,-0.426,-0.281,-0.146,43.3,69226377132.0,18.58,18.42,19.2
2103,2026-09-01,25.45,73.5,65.6,0.814,-0.42,1.234,62.2,184892205420.0,25.03,22.33,19.47
2104,2026-09-01,10.3,18.9,25.2,-1.488,-1.68,0.193,38.4,219881951205.0,10.13,10.26,10.89
2105,2026-09-01,30.15,42.3,34.6,-2.525,-2.265,-0.26,40.2,-177018191396.0,30.5,30.28,29.83
2106,2026-09-01,16.55,22.9,20.7,-2.292,-2.227,-0.065,32.4,-42140213679.0,17.27,16.9,17.94
2107,2026-09-01,26.6,84.9,80.9,1.147,0.919,0.229,67.5,37833767047.0,26.38,25.57,24.47
2108,2026-09-01,27.9,63.4,60.8,-1.034,-2.075,1.041,49.5,31358674729.0,28.63,27.85,25.69
2109,2026-09-01,14.75,52.8,37.7,-0.129,0.009,-0.137,48.3,5622624829.0,14.67,14.51,14.54
2114,2026-09-01,88.8,63.1,61.9,0.675,0.127,0.548,55.4,292457586.0,88.6,87.87,86.38
2115,2026-09-01,23.8,56.1,38.6,-0.979,-1.052,0.074,50.4,210757575.0,23.15,21.66,22.24
2201,2026-09-01,30.4,32.2,18.1,-5.817,-6.411,0.594,37.8,92583412120.0,29.2,27.95,29.57
2204,2026-09-01,52.6,46.6,38.1,-4.273,-4.4,0.127,43.1,40133455330.0,53.23,52.07,53.15
2206,2026-09-01,63.1,67.6,54.9,0.792,0.595,0.197,56.2,14987987348.0,63.67,59.95,58.68
2207,2026-09-01,538.0,52.5,40.0,-16.034,-16.829,0.794,50.2,1886650641.0,536.33,499.13,516.41
2208,2026-09-01,19.1,26.2,28.5,0.147,0.276,-0.129,49.2,2991718564.0,19.13,19.04,20.17
2211,2026-09-01,80.6,12.7,24.7,1.433,3.413,-1.98,46.2,188838978.0,83.4,85.86,91.33
2221,2026-09-01,96.1,78.4,74.3,10.221,3.888,6.333,92.4,545368280.0,71.8,56.47,42.73
2227,2026-09-01,46.55,11.0,18.3,-16.681,-19.794,3.114,24.5,-89993660.0,47.76,49.0,51.21
2228,2026-09-01,74.9,10.2,16.7,-1.111,1.561,-2.672,43.9,16138671505.0,75.97,78.69,85.51
2230,2026-09-01,21.1,3.3,8.3,-19.991,-12.925,-7.065,24.7,555189027.0,21.98,24.14,48.84
2231,2026-09-01,89.7,24.2,33.1,-3.049,-3.313,0.264,44.4,366352254.0,92.08,100.35,100.7
2233,2026-09-01,157.0,18.9,36.4,13.674,24.363,-10.689,45.7,592578415.0,172.83,227.47,224.42
2235,2026-09-01,28.05,19.7,16.5,-3.023,-2.224,-0.799,33.8,29510703.0,27.42,28.68,30.68
2236,2026-09-01,120.0,45.2,61.2,12.744,12.963,-0.219,56.2,450030768.0,124.0,131.17,118.89
2239,2026-09-01,19.35,7.7,12.3,-7.349,-7.308,-0.041,31.2,-5482191.0,19.7,21.12,25.67
2241,2026-09-01,33.45,31.5,39.1,0.303,-0.368,0.67,50.4,520095015.0,33.05,34.82,33.99
2243,2026-09-01,47.6,65.2,65.0,7.109,3.255,3.854,68.5,388278065.0,43.72,40.45,26.9
2247,2026-09-01,229.5,34.5,30.2,-7.44,-1.851,-5.59,43.7,-11907259.0,230.0,222.62,241.73
2250,2026-09-01,55.0,13.1,11.4,-7.589,-5.181,-2.408,40.9,37906583.0,55.79,58.1,63.53
2254,2026-09-01,70.8,29.5,32.3,-3.993,-5.248,1.255,52.2,3100289.0,64.57,65.92,64.41
2258,2026-09-01,30.1,27.8,28.5,-3.23,-2.434,-0.796,47.3,59261798.0,31.07,30.79,34.44
2301,2026-09-01,277.5,73.1,70.2,41.344,28.459,12.885,70.4,4868974064386.0,263.2,234.4,196.86
2302,2026-09-01,41.6,62.2,60.3,6.136,3.356,2.78,67.3,-25350504459.0,40.83,37.63,28.02
2303,2026-09-01,142.5,69.1,70.6,24.366,14.835,9.531,71.6,-318584658717.0,130.83,128.72,91.05
2305,2026-09-01,45.15,78.8,70.3,4.5,1.118,3.381,75.3,172446019803.0,35.1,30.55,21.55
2308,2026-09-01,1620.0,57.0,69.3,387.284,334.144,53.14,60.6,-95375029371.0,1700.0,1939.34,1543.34
2312,2026-09-01,30.85,49.7,52.2,3.634,2.909,0.724,58.6,-95701474494.0,31.07,32.31,27.73
2313,2026-09-01,221.0,67.2,72.0,46.07,37.39,8.68,61.6,32450652404.0,212.83,232.46,189.27
2314,2026-09-01,11.35,11.5,16.3,-15.122,-16.258,1.136,28.7,2445752709.0,11.43,13.26,17.3
2316,2026-09-01,155.0,53.6,63.4,29.642,24.382,5.26,60.8,36927698416.0,152.17,158.29,131.29
2317,2026-09-01,248.5,57.5,60.9,27.547,25.889,1.658,59.6,-71032741453.0,249.67,247.76,234.3
2321,2026-09-01,15.1,35.9,33.6,-0.503,-0.455,-0.048,47.9,2074933098.0,14.82,14.44,15.47
2323,2026-09-01,10.5,41.6,49.4,0.288,0.186,0.102,52.6,23220244922.0,10.46,10.57,10.46
2324,2026-09-01,37.9,53.6,51.0,2.125,1.281,0.844,59.9,3051657632138.0,38.08,35.88,32.83
2327,2026-09-01,545.0,49.0,64.7,131.128,95.64,35.487,57.8,3680134635003.0,530.67,629.91,441.88
2328,2026-09-01,45.4,31.5,37.4,2.467,3.325,-0.858,51.2,222153822900.0,44.45,47.65,48.29
2329,2026-09-01,41.75,26.4,39.6,2.211,3.37,-1.159,47.1,16779004566.0,41.93,48.88,50.41
2330,2026-09-01,2380.0,88.0,89.0,412.24,338.912,73.328,79.2,-2505789661322.0,2403.33,2349.68,2004.57
2331,2026-09-01,18.7,20.0,30.2,-0.929,-0.744,-0.185,43.7,1585168312995.0,18.9,20.15,21.64
2332,2026-09-01,18.9,47.4,43.9,0.076,-0.347,0.423,53.0,3334633623790.0,20.02,18.19,16.93
2337,2026-09-01,116.0,60.5,68.5,28.082,22.302,5.78,61.7,264271943987.0,114.17,136.42,103.46
2338,2026-09-01,48.0,44.2,49.4,-2.692,-4.226,1.534,50.6,5109650036.0,41.25,46.58,43.45
2340,2026-09-01,32.05,42.7,47.2,0.064,-1.156,1.22,51.4,66197990504.0,31.02,34.47,30.0
2342,2026-09-01,39.7,41.4,49.3,2.539,1.124,1.416,54.2,28575315761.0,37.33,40.83,35.91
2344,2026-09-01,160.0,64.5,71.5,37.372,27.122,10.25,62.5,2073368249709.0,157.5,154.63,121.79
2345,2026-09-01,1875.0,63.7,74.3,413.124,345.554,67.57,65.2,-715921818.0,2011.67,2197.24,1703.41
2347,2026-09-01,89.6,82.2,80.8,7.463,4.778,2.685,68.8,-2992561978790.0,90.1,86.25,74.14
2348,2026-09-01,70.5,40.5,26.4,-8.42,-6.821,-1.599,44.9,332484476.0,69.72,66.02,68.06
2349,2026-09-01,10.2,27.0,39.0,0.118,0.383,-0.265,45.2,-409711175717.0,10.65,11.92,12.22
2351,2026-09-01,257.0,83.6,75.0,30.879,13.158,17.721,71.1,-32167017334.0,211.35,200.71,142.78
2352,2026-09-01,28.75,47.2,40.5,-2.057,-2.474,0.417,47.6,1036566678278.0,28.15,28.08,26.66
2353,2026-09-01,31.4,39.3,38.1,-0.501,-0.872,0.371,51.5,5095212888519.0,30.58,30.93,28.63
2354,2026-09-01,64.7,63.2,45.1,-0.199,-0.194,-0.005,54.5,3040360343428.0,61.97,58.22,58.76
2355,2026-09-01,40.85,41.7,54.0,3.072,2.718,0.354,50.9,166424241054.0,40.47,48.01,42.37
2356,2026-09-01,61.7,55.1,55.4,5.878,3.74,2.138,61.8,-3140069030743633.0,63.4,61.19,51.88
2357,2026-09-01,934.0,76.0,65.0,103.947,69.155,34.791,70.2,-350926603782.0,914.33,777.08,656.68
2359,2026-09-01,126.5,38.2,38.4,6.752,10.017,-3.265,51.1,663377384.0,130.67,130.28,128.22
2360,2026-09-01,2140.0,70.9,76.8,486.685,373.383,113.302,75.2,-54679190639.0,2066.67,2160.18,1595.56
2362,2026-09-01,46.65,60.5,50.4,1.088,0.558,0.53,60.4,-66893882211.0,45.45,42.83,40.01
2363,2026-09-01,51.4,32.4,38.4,-0.078,0.403,-0.481,48.2,196862183711.0,50.37,56.13,53.14
2364,2026-09-01,64.6,40.4,34.6,2.838,2.924,-0.085,57.4,1561529692.0,64.23,61.31,59.47
2365,2026-09-01,27.8,18.2,22.5,-0.344,1.558,-1.902,44.2,-15782040328.0,28.45,32.11,33.63
2367,2026-09-01,39.9,39.1,51.8,6.03,6.543,-0.512,50.4,273910223571.0,40.15,50.31,47.34
2368,2026-09-01,1020.0,56.5,67.7,234.004,202.063,31.941,60.8,24686622483.0,992.67,1144.83,917.68
2369,2026-09-01,29.2,47.4,59.0,3.769,2.98,0.789,56.7,4543833461.0,29.95,33.15,28.86
2371,2026-09-01,27.65,16.9,17.7,-3.7,-2.75,-0.95,40.1,-44561832501.0,26.67,27.88,31.35
2373,2026-09-01,52.9,51.9,56.2,-1.427,-1.735,0.308,39.9,286841950731.0,53.33,53.79,53.28
2374,2026-09-01,66.6,31.0,39.6,7.956,10.133,-2.176,53.7,7560744375.0,65.79,71.19,74.14
2375,2026-09-01,119.5,43.7,54.8,18.276,13.524,4.752,55.1,19001761756404.0,120.62,136.73,112.78
2376,2026-09-01,344.0,69.9,64.2,28.862,19.998,8.865,62.6,658702444502.0,342.17,329.72,282.87
2377,2026-09-01,150.5,72.8,58.1,-1.231,-6.947,5.716,57.7,106371886135.0,147.81,134.56,114.44
2379,2026-09-01,713.0,55.1,54.3,62.913,42.474,20.438,66.6,-13365034040.0,689.62,654.32,566.01
2380,2026-09-01,17.0,22.8,32.9,-1.401,-1.925,0.524,42.7,406057427.0,18.37,19.04,18.93
2382,2026-09-01,332.5,50.4,56.0,30.37,27.82,2.55,61.0,1065745231411693.0,320.83,323.38,297.91
2383,2026-09-01,5345.0,80.5,83.8,1244.985,875.5,369.485,83.4,1500600031292.0,5184.48,5090.0,3483.63
2385,2026-09-01,105.5,20.3,24.9,-4.702,-1.81,-2.892,42.6,4464849795.0,106.0,111.3,113.26
2387,2026-09-01,36.1,37.5,44.5,-1.389,-0.934,-0.455,41.6,11394153336.0,36.8,38.7,37.95
2388,2026-09-01,72.3,58.8,52.4,-5.647,-8.44,2.792,48.1,-754633603360.0,71.83,74.03,62.94
2390,2026-09-01,9.95,29.2,37.2,-0.642,-0.783,0.141,43.2,-9797873230.0,10.22,10.57,10.29
2392,2026-09-01,41.5,45.9,32.2,-2.82,-2.476,-0.344,48.2,419283061207.0,40.03,38.52,38.57
2393,2026-09-01,62.5,65.5,59.2,1.925,2.131,-0.206,53.4,68944149084.0,62.18,62.23,57.9
2395,2026-09-01,670.0,83.2,73.3,70.142,30.52,39.622,81.4,16961113531.0,636.67,538.03,419.44
2397,2026-09-01,59.7,42.8,33.6,-1.127,-0.803,-0.324,49.5,73078568690.0,58.8,58.02,58.24
2399,2026-09-01,44.9,64.5,65.1,5.735,3.636,2.1,63.3,29448976598.0,41.2,43.76,34.25
2401,2026-09-01,24.25,41.6,46.5,-0.371,-0.933,0.562,48.4,119019125627.0,24.78,26.7,23.88
2402,2026-09-01,54.4,38.3,47.2,6.601,6.846,-0.245,54.2,2380016346377.0,55.3,60.48,56.15
2404,2026-09-01,1015.0,50.7,57.7,182.358,179.399,2.958,58.0,-88300533396.0,1058.33,1082.23,982.84
2405,2026-09-01,14.7,19.8,26.9,-0.497,-0.175,-0.322,42.3,52219877527.0,15.28,15.94,16.39
2406,2026-09-01,26.5,42.8,59.2,3.631,3.156,0.475,52.2,6750340217.0,28.57,32.1,29.25
2408,2026-09-01,473.0,79.5,79.5,102.634,67.414,35.22,68.1,29806456843.0,458.83,398.04,305.51
2409,2026-09-01,28.7,71.7,67.8,3.192,1.415,1.777,66.4,831551650407.0,26.52,25.2,19.22
2412,2026-09-01,142.5,78.8,71.2,6.687,5.893,0.794,77.3,127131996723.0,139.33,136.17,131.67
2413,2026-09-01,50.6,52.0,57.7,6.138,4.849,1.289,61.1,613689661819.0,43.59,45.27,42.47
2414,2026-09-01,52.7,65.1,69.5,5.578,4.378,1.2,69.5,-4564875736.0,54.17,51.85,45.71
2415,2026-09-01,27.2,46.9,55.5,1.371,0.777,0.595,54.6,73147984675.0,27.75,27.3,25.36
2417,2026-09-01,38.05,33.7,38.6,0.971,1.274,-0.303,48.2,77505512453.0,40.37,43.43,40.32
2419,2026-09-01,26.75,30.7,39.7,-0.102,-0.092,-0.01,49.2,8486098825.0,25.13,27.76,27.47
2420,2026-09-01,54.0,51.5,53.2,1.751,1.692,0.058,53.9,-20501597050.0,53.15,54.93,51.57
2421,2026-09-01,163.0,60.6,53.7,17.407,15.711,1.696,59.7,64359325404.0,157.83,151.59,148.06
2423,2026-09-01,72.8,66.5,64.5,9.281,7.249,2.031,69.3,-24785172356.0,72.97,70.97,60.5
2424,2026-09-01,7.98,2.0,3.0,-10.803,-5.565,-5.238,33.7,5090244757.0,8.06,11.38,23.32
2425,2026-09-01,36.3,56.4,56.6,0.617,-0.446,1.063,51.1,222313281.0,40.22,38.58,33.54
2426,2026-09-01,93.3,76.8,71.8,16.498,8.835,7.664,72.0,96974793410.0,80.47,75.99,48.1
2427,2026-09-01,22.8,30.5,25.1,-0.276,0.284,-0.56,48.8,-3153884447.0,22.29,21.46,23.29
2428,2026-09-01,253.0,55.8,59.6,28.604,19.474,9.13,60.1,60440632907.0,239.46,246.85,209.57
2429,2026-09-01,30.5,5.6,10.9,-1.197,5.405,-6.601,41.6,638082621.0,31.4,39.76,54.35
2430,2026-09-01,17.95,14.9,10.1,-3.213,-2.987,-0.226,24.4,112824037057.0,17.57,18.21,20.29
2431,2026-09-01,9.96,9.7,16.6,-0.585,-0.226,-0.359,42.6,-10838445126.0,10.07,10.51,11.76
2432,2026-09-01,27.3,64.5,57.6,-0.657,-1.038,0.381,67.6,1453149.0,27.77,27.19,25.83
2433,2026-09-01,40.85,21.5,24.9,-0.512,0.047,-0.559,37.0,525881367.0,41.45,41.64,43.02
2434,2026-09-01,61.3,52.6,50.2,5.774,2.131,3.643,83.2,1976121814.0,58.83,48.22,39.36
2436,2026-09-01,67.9,59.0,60.2,3.751,2.073,1.677,57.3,27145912521.0,62.83,67.52,59.42
2438,2026-09-01,19.0,23.8,25.9,-2.693,-1.755,-0.938,42.0,121472440787.0,18.4,21.3,22.09
2439,2026-09-01,77.3,17.1,21.7,-4.428,-1.987,-2.441,40.4,168447485626.0,77.44,81.16,86.6
2440,2026-09-01,13.95,28.4,42.8,0.415,0.427,-0.012,47.9,2788551605.0,14.48,16.0,15.14
2441,2026-09-01,114.0,57.6,64.1,16.218,12.406,3.812,63.3,3727311923978.0,109.15,113.37,97.29
2442,2026-09-01,14.6,11.1,16.5,-0.934,-0.305,-0.63,37.9,-517297164.0,15.56,15.55,17.13
2444,2026-09-01,11.7,24.1,29.9,-0.521,-0.453,-0.068,46.2,-49869622540.0,11.22,12.05,12.09
2449,2026-09-01,261.5,52.0,64.5,48.502,47.857,0.645,60.3,-40070951394.0,247.33,276.81,263.13
2450,2026-09-01,28.25,42.4,47.1,-0.375,-0.432,0.056,46.9,1731012423.0,28.37,28.4,28.09
2451,2026-09-01,274.0,62.0,67.6,54.346,43.644,10.702,66.1,567421187556.0,287.17,282.47,237.15
2453,2026-09-01,55.3,42.6,38.1,1.31,1.744,-0.433,54.5,8920551021.0,53.6,53.8,52.55
2454,2026-09-01,4560.0,79.2,76.7,789.25,503.736,285.513,76.8,-115346293179.0,4013.33,3856.45,2694.59
2455,2026-09-01,535.0,84.4,79.0,80.348,46.726,33.622,75.6,-144103256235.0,434.67,402.55,289.39
2457,2026-09-01,21.5,16.0,22.6,-4.398,-4.615,0.216,39.2,84710808008.0,22.02,24.22,26.41
2458,2026-09-01,126.5,43.1,52.7,6.024,4.76,1.263,49.4,53888086470.0,136.14,146.86,131.32
2459,2026-09-01,65.3,71.9,72.9,2.692,2.62,0.072,63.1,25335420158.0,65.57,64.42,63.2
2460,2026-09-01,29.45,55.1,62.3,1.947,0.935,1.012,54.3,711019956992.0,29.37,32.23,26.95
2461,2026-09-01,17.4,47.6,49.2,-0.471,-0.711,0.24,49.5,20780795556.0,17.33,17.06,16.55
2462,2026-09-01,19.2,14.4,23.2,-1.827,-1.679,-0.149,40.1,13038275102.0,19.85,20.81,21.97
2464,2026-09-01,175.5,71.6,70.8,28.519,17.687,10.832,69.2,31219246134.0,163.07,159.83,112.69
2465,2026-09-01,88.6,64.4,57.2,3.361,0.073,3.288,57.9,2370656866.0,85.33,80.67,68.77
2466,2026-09-01,103.0,60.4,47.8,8.808,5.559,3.248,67.0,-47715863.0,97.7,77.22,65.98
2467,2026-09-01,537.0,76.5,80.4,117.457,89.145,28.312,65.9,13660583598.0,542.83,577.49,420.54
2468,2026-09-01,39.35,26.5,17.1,0.322,1.904,-1.581,53.0,6016229970.0,34.84,33.92,36.21
2471,2026-09-01,50.9,65.3,54.9,1.544,1.771,-0.227,58.2,32374323.0,49.83,49.26,48.35
2472,2026-09-01,210.5,48.5,64.5,49.889,38.374,11.514,56.1,397842170002.0,217.07,272.87,192.54
2474,2026-09-01,205.5,36.8,39.9,6.26,6.068,0.192,56.6,-13131959738.0,199.0,199.52,194.8
2476,2026-09-01,119.5,73.2,67.8,12.827,10.106,2.721,62.0,971366211362.0,118.62,119.38,102.08
2477,2026-09-01,21.85,28.7,31.3,-0.031,0.12,-0.151,49.6,19077097036.0,21.78,21.52,22.05
2478,2026-09-01,119.0,46.6,59.4,22.55,15.295,7.254,57.5,118638641738.0,117.0,129.85,96.07
2480,2026-09-01,157.5,67.3,55.6,10.519,10.914,-0.394,60.2,6139361269.0,160.17,152.25,146.32
2481,2026-09-01,159.0,57.2,64.7,25.079,16.692,8.387,66.2,183265939313.0,142.5,145.58,115.17
2482,2026-09-01,15.75,11.1,15.0,-3.114,-3.333,0.219,37.1,12859013084.0,15.95,16.21,16.9
2483,2026-09-01,30.85,43.0,56.3,3.541,1.763,1.778,54.4,250327655.0,33.77,34.42,27.11
2484,2026-09-01,67.2,65.7,69.1,10.396,5.052,5.343,69.7,18537116072.0,67.25,61.11,42.96
2485,2026-09-01,38.5,40.5,55.3,8.216,7.59,0.626,52.2,8388708402.0,39.0,50.93,44.62
2486,2026-09-01,234.5,67.3,68.1,43.848,31.761,12.087,63.5,-6036690316.0,228.5,243.08,176.96
2488,2026-09-01,48.35,71.7,76.2,3.063,3.084,-0.022,62.1,484457901.0,49.15,49.63,46.8
2489,2026-09-01,39.3,60.5,62.1,6.547,4.745,1.802,59.8,16586945759.0,36.07,40.13,31.07
2491,2026-09-01,39.5,62.2,58.5,6.0,2.909,3.091,61.6,349878774.0,37.75,31.98,24.16
2492,2026-09-01,305.5,45.9,56.1,58.188,37.105,21.083,58.1,29259421431.0,272.83,317.21,222.43
2493,2026-09-01,170.5,44.7,50.7,27.747,21.235,6.512,56.4,9816600713.0,177.33,183.16,144.49
2495,2026-09-01,37.3,52.0,62.4,4.518,3.812,0.706,56.6,3835276038.0,36.73,41.55,35.83
2496,2026-09-01,54.9,24.7,33.8,0.28,1.784,-1.504,42.3,-38043171.0,54.73,57.3,58.94
2497,2026-09-01,43.05,32.3,43.9,-1.643,-1.83,0.188,44.5,6007053196.0,44.6,49.91,47.53
2498,2026-09-01,39.9,16.6,18.8,-1.934,-1.279,-0.655,44.7,-60545356144.0,40.02,41.65,43.83
2501,2026-09-01,21.85,35.9,45.5,0.699,0.704,-0.005,53.0,81449459318.0,22.07,22.18,21.85
2504,2026-09-01,30.95,17.7,22.5,-0.395,0.383,-0.777,43.7,250406086255.0,31.12,31.91,32.8
2505,2026-09-01,17.35,22.6,22.1,-0.949,-0.941,-0.008,43.8,-94675952253.0,17.1,16.91,17.48
2506,2026-09-01,8.58,30.8,25.1,-0.312,-0.218,-0.094,41.4,-5666851379.0,8.63,8.6,8.82
2509,2026-09-01,14.35,38.0,31.4,-0.859,-0.928,0.069,46.9,930704572.0,14.25,13.62,14.3
2511,2026-09-01,8.4,64.6,45.7,-0.409,-0.477,0.068,46.6,-12620071336.0,8.43,8.04,8.05
2514,2026-09-01,11.5,5.3,7.6,-1.609,-1.263,-0.346,28.3,8859962130.0,12.0,12.52,13.59
2515,2026-09-01,12.0,20.0,31.5,0.525,0.661,-0.136,51.4,379257745918.0,11.97,12.19,12.93
2516,2026-09-01,14.6,54.9,39.8,0.33,0.689,-0.359,53.1,9090721991.0,14.22,13.81,14.17
2520,2026-09-01,36.6,68.8,45.9,-0.521,-0.558,0.037,54.6,67183613435.0,35.36,32.5,31.68
2524,2026-09-01,34.0,15.7,15.0,-4.865,-3.532,-1.333,40.0,28860023071.0,34.85,35.19,38.55
2527,2026-09-01,43.7,73.2,71.5,3.603,1.915,1.688,69.1,34807867606.0,43.18,39.55,33.82
2528,2026-09-01,19.4,20.6,16.5,-1.934,-1.254,-0.68,40.5,1869756293.0,19.6,19.16,21.48
2530,2026-09-01,20.6,16.4,13.0,-2.896,-1.851,-1.044,39.4,-1680303733.0,19.47,19.32,22.88
2534,2026-09-01,16.75,31.1,23.6,-0.966,-0.63,-0.335,40.0,5939781379.0,17.08,16.85,17.78
2535,2026-09-01,89.7,80.2,81.8,11.631,9.16,2.471,78.3,7569717729.0,89.4,85.37,74.26
2536,2026-09-01,19.45,26.9,18.9,-1.767,-1.31,-0.456,40.4,48440835248.0,19.48,19.13,20.62
2537,2026-09-01,11.25,48.3,34.6,-0.348,-0.343,-0.006,49.4,626764811.0,11.28,10.73,10.77
2538,2026-09-01,8.67,10.1,12.9,-1.002,-0.823,-0.179,35.8,-1753703672.0,9.0,9.08,9.65
2539,2026-09-01,34.6,49.7,40.5,0.152,1.172,-1.02,48.8,637173372.0,35.03,33.15,35.86
2540,2026-09-01,48.05,60.2,53.6,0.757,1.009,-0.251,50.7,734812183.0,50.76,49.61,46.39
2542,2026-09-01,45.7,73.8,65.1,2.076,1.431,0.645,61.5,9979342567129.0,45.45,43.58,40.71
2543,2026-09-01,37.6,8.7,11.0,-0.909,3.865,-4.774,42.6,24149429938.0,37.79,40.16,50.56
2545,2026-09-01,33.05,25.4,19.4,-2.362,-1.627,-0.736,42.6,56487566327.0,33.37,33.99,34.73
2546,2026-09-01,102.0,70.6,67.4,9.547,6.726,2.821,74.8,74187828.0,98.07,86.48,79.58
2547,2026-09-01,9.75,41.6,36.3,0.133,0.231,-0.098,49.3,217852652078.0,10.07,9.86,9.95
2548,2026-09-01,92.9,25.7,43.3,3.335,4.551,-1.216,49.6,43486885763.0,94.4,99.81,98.87
2596,2026-09-01,36.35,58.6,42.0,0.63,0.564,0.066,57.5,104088822.0,33.65,30.55,31.06
2597,2026-09-01,167.0,49.2,50.6,17.205,18.404,-1.199,67.5,319594854.0,167.17,161.83,159.74
2601,2026-09-01,6.38,40.6,30.4,-0.45,-0.663,0.213,49.1,629818769802.0,6.45,5.84,5.72
2603,2026-09-01,237.0,67.3,59.7,20.109,16.953,3.156,70.8,33623518051.0,224.83,207.31,192.19
2605,2026-09-01,36.15,51.6,53.1,3.087,2.331,0.756,62.6,15962620825.0,33.95,32.35,30.81
2606,2026-09-01,76.2,72.3,65.2,5.701,4.156,1.545,65.8,-42364755179.0,71.63,66.57,62.37
2607,2026-09-01,53.0,48.2,33.6,0.413,0.924,-0.511,54.9,48662235390.0,50.95,48.09,50.51
2608,2026-09-01,28.75,32.3,26.0,-1.351,-1.102,-0.249,37.4,7035183381.0,28.8,28.56,29.68
2609,2026-09-01,59.3,44.3,30.8,0.768,0.825,-0.057,56.0,120903670461.0,56.53,52.88,52.68
2610,2026-09-01,20.2,51.0,47.7,0.155,0.083,0.072,50.6,25053509676.0,20.95,20.21,19.76
2611,2026-09-01,13.85,24.3,20.4,-0.876,-0.709,-0.168,43.5,34358072127.0,14.02,13.67,13.98
2612,2026-09-01,63.9,46.5,40.0,4.477,4.068,0.409,63.3,16864280441.0,58.5,55.76,56.57
2613,2026-09-01,22.1,19.0,15.1,-1.139,-0.734,-0.404,45.0,-2678414702.0,21.62,21.76,22.65
2614,2026-09-01,17.8,14.1,27.8,-0.575,-0.655,0.08,43.4,135817750630.0,18.1,18.56,19.92
2615,2026-09-01,113.0,56.7,44.0,7.065,3.881,3.185,67.4,-114872322098.0,103.9,89.83,82.54
2616,2026-09-01,13.3,7.0,9.3,-2.105,-2.498,0.392,33.4,579831546.0,13.37,13.4,13.68
