date,open,high,low,close,volume,turnover,change
2014-10-06,43.11,43.3,39.49,40.24,4994550854,0,0.0
2014-10-13,39.05,39.05,33.87,34.37,1060690664,0,-5.87
2014-10-20,34.87,36.05,33.8,34.37,1418742,0,0.0
2014-10-27,34.68,34.68,31.99,33.62,505483,0,-0.75
2014-11-03,33.8,35.55,33.62,34.3,399684,0,0.69
2014-11-10,34.3,34.8,34.12,34.37,208497,0,0.06
2014-11-17,34.43,34.43,33.12,33.37,139330,0,-1.0
2014-11-24,33.43,37.68,33.24,37.05,1025673,0,3.69
2014-12-01,36.3,39.18,36.12,38.43,2523271,0,1.37
2014-12-08,38.49,38.99,36.61,37.18,656073,0,-1.25
2014-12-15,36.93,36.93,36.18,36.49,275776,0,-0.69
2014-12-22,36.49,37.86,36.24,36.86,783116,0,0.37
2014-12-29,37.24,37.8,36.93,37.05,272558,0,0.19
2015-01-05,36.93,37.36,36.43,36.86,242063,0,-0.19
2015-01-12,36.86,36.86,35.87,35.87,206538,0,-1.0
2015-01-19,35.93,37.18,34.99,36.18,237984,0,0.31
2015-01-26,36.05,36.3,35.49,35.74,103829,0,-0.44
2015-02-02,35.74,36.18,35.37,36.12,114931,0,0.37
2015-02-09,36.12,36.37,34.05,35.74,209502,0,-0.37
2015-02-23,35.62,35.8,35.37,35.43,76275,0,-0.31
2015-03-02,35.55,36.05,35.05,35.37,245098,0,-0.06
2015-03-09,35.8,37.24,35.8,36.3,512659,0,0.94
2015-03-16,36.3,36.99,36.24,36.3,336630,0,0.0
2015-03-23,36.55,38.68,36.55,36.86,787199,0,0.56
2015-03-30,36.99,38.18,36.68,37.49,332578,0,0.62
2015-04-06,37.61,38.18,36.55,36.61,669197,0,-0.87
2015-04-13,36.43,37.61,36.43,36.86,395630,0,0.25
2015-04-20,36.68,37.18,35.62,36.74,359023,0,-0.12
2015-04-27,36.74,37.49,36.55,36.55,286795,0,-0.19
2015-05-04,36.86,39.05,36.05,36.05,1914433,0,-0.5
2015-05-11,36.12,36.49,34.37,34.99,472908,0,-1.06
2015-05-18,34.99,35.62,34.37,35.12,244081,0,0.12
2015-05-25,35.12,36.24,34.8,35.55,394599,0,0.44
2015-06-01,35.49,35.8,34.12,34.93,366278,0,-0.62
2015-06-08,34.87,35.24,33.74,34.37,213571,0,-0.56
2015-06-15,34.12,35.8,33.99,35.3,137295,0,0.94
2015-06-22,35.49,35.8,34.99,35.55,113225,0,0.25
2015-06-29,35.12,35.8,34.8,35.8,155790,0,0.25
2015-07-06,35.8,35.8,34.05,34.68,209503,0,-1.12
2015-07-13,34.87,36.12,34.74,34.3,170286,0,-0.37
2015-07-20,36.03,36.55,35.51,36.03,83495,0,1.73
